Материал,Качество,Название материала,Бердо,Плотность по утку,Склад,Завод,Вид движения,Партия,Количество,Базовая ЕИ,Дата проводки,Время ввода,Имя пользователя,Описание палитры,Вес план,Вес факт,Заказ,Номер линии,Номер станка
KA8416_CL53_118,KA,LAUREN 8416 CL53 350X550 R,32,380,7510,XIVA,101,51119,38.5,М2,2025-10-08,05:37:43,STOREKEEPER3,ZARA,27.88,0,100001263682,22,T22
KA8416_CL53_118,KA,LAUREN 8416 CL53 350X550 R,32,380,7510,XIVA,101,51048,38.5,М2,2025-10-05,12:14:34,STOREKEEPER3,ZARA,27.88,0,100001262973,10,T10
KA8416_CL53_120,KA,LAUREN 8416 CL53 400X650 R,32,380,7510,XIVA,101,52405,52.0,М2,2025-10-22,21:13:13,STOREKEEPER3,ZARA,37.66,0,100001274681,23,T23
KA8416_CL53_137,KA,LAUREN 8416 CL53 350X450 R,32,380,7510,XIVA,101,52859,63.0,М2,2025-10-28,14:57:55,STOREKEEPER3,ZARA,22.81,0,100001278338,21,T21
KA8416_CL53_137,KA,LAUREN 8416 CL53 350X450 R,32,380,7510,XIVA,101,51119,63.0,М2,2025-10-08,05:37:58,STOREKEEPER3,ZARA,22.81,0,100001263683,22,T22
KA8416_CL53_137,KA,LAUREN 8416 CL53 350X450 R,32,380,7510,XIVA,101,51048,31.5,М2,2025-10-05,12:14:50,STOREKEEPER3,ZARA,22.81,0,100001262974,10,T10
KA8416_CL53_140,KA,LAUREN 8416 CL53 400X550 R,32,380,7510,XIVA,101,52405,88.0,М2,2025-10-22,21:13:29,STOREKEEPER3,ZARA,31.87,0,100001274682,23,T23
KA8416_CL53_152,KA,LAUREN 8416 CL53 400X450 R,32,380,7510,XIVA,101,52405,36.0,М2,2025-10-22,21:13:44,STOREKEEPER3,ZARA,26.07,0,100001274683,23,T23
KA8416_CL53_159,KA,LAUREN 8416 CL53 400X750 R,32,380,7510,XIVA,101,52405,60.0,М2,2025-10-22,21:13:59,STOREKEEPER3,ZARA,43.45,0,100001274684,23,T23
KA8416_CL53_183,KA,LAUREN 8416 CL53 300X350 R,32,380,7510,XIVA,101,52872,21.0,М2,2025-10-27,01:43:59,STOREKEEPER3,ZARA,15.21,0,100001278406,23,T23
KA8416_CL53_307,KA,LAUREN 8416 CL53 450X550 R,32,380,7510,XIVA,101,51056,49.5,М2,2025-10-04,21:35:05,STOREKEEPER3,ZARA,35.85,0,100001263398,21,T21
KA8416_CL53_328,KA,LAUREN 8416 CL53 350X650 R,32,380,7510,XIVA,101,52859,91.0,М2,2025-10-28,14:58:10,STOREKEEPER3,ZARA,32.95,0,100001278339,21,T21
KA8416_CL53_328,KA,LAUREN 8416 CL53 350X650 R,32,380,7510,XIVA,101,51048,45.5,М2,2025-10-05,12:15:05,STOREKEEPER3,ZARA,32.95,0,100001262975,10,T10
KA8416_CL53_340,KA,LAUREN 8416 CL53 350X750 R,32,380,7510,XIVA,101,52859,105.0,М2,2025-10-28,14:58:25,STOREKEEPER3,ZARA,38.02,0,100001278341,21,T21
KA8416_CL53_340,KA,LAUREN 8416 CL53 350X750 R,32,380,7510,XIVA,101,51119,52.5,М2,2025-10-08,05:38:14,STOREKEEPER3,ZARA,38.02,0,100001263684,22,T22
KA8416_CL53_340,KA,LAUREN 8416 CL53 350X750 R,32,380,7510,XIVA,101,51048,52.5,М2,2025-10-05,12:15:20,STOREKEEPER3,ZARA,38.02,0,100001262976,10,T10
KA8416_CL53_407,KA,LAUREN 8416 CL53 370X550 R,32,380,7510,XIVA,101,51183,40.7,М2,2025-10-05,09:57:33,STOREKEEPER3,ZARA,29.48,0,100001264438,23,T23
KA8416_CL53_431,KA,LAUREN 8416 CL53 370X500 R,32,380,7510,XIVA,101,51183,37.0,М2,2025-10-05,09:57:48,STOREKEEPER3,ZARA,26.8,0,100001264439,23,T23
KA8416_CL53_A90,KA,LAUREN 8416 CL53 370X600 R,32,380,7510,XIVA,101,51183,44.4,М2,2025-10-05,09:58:03,STOREKEEPER3,ZARA,32.16,0,100001264440,23,T23
KA8416_CL53_A91,KA,LAUREN 8416 CL53 370X450 R,32,380,7510,XIVA,101,51183,33.3,М2,2025-10-05,09:58:18,STOREKEEPER3,ZARA,24.12,0,100001264441,23,T23
KA8416_CL53_A93,KA,LAUREN 8416 CL53 370X400 R,32,380,7510,XIVA,101,51183,29.6,М2,2025-10-05,09:58:34,STOREKEEPER3,ZARA,21.44,0,100001264442,23,T23
KA8416_CL53_AD5,KA,LAUREN 8416 CL53 370X650 R,32,380,7510,XIVA,101,51183,48.1,М2,2025-10-05,09:58:49,STOREKEEPER3,ZARA,34.84,0,100001264443,23,T23
KA8416_CL53_EI8,KA,LAUREN 8416 CL53 370X750 R,32,380,7510,XIVA,101,51183,55.5,М2,2025-10-05,09:59:04,STOREKEEPER3,ZARA,40.2,0,100001264444,23,T23
KA8416_CL53_EI9,KA,LAUREN 8416 CL53 370X800 R,32,380,7510,XIVA,101,51183,59.2,М2,2025-10-05,09:59:19,STOREKEEPER3,ZARA,42.88,0,100001264445,23,T23
KA8416_CL53_EJ1,KA,LAUREN 8416 CL53 370X700 R,32,380,7510,XIVA,101,51183,51.8,М2,2025-10-05,09:59:34,STOREKEEPER3,ZARA,37.52,0,100001264446,23,T23
KA8416_CL63_017,KA,LAUREN 8416 CL63 300X550 R,32,380,7510,XIVA,101,50899,33.0,М2,2025-10-01,22:12:40,STOREKEEPER3,ZARA,23.9,0,100001261890,8,T08
KA8416_CL73_009,KA,LAUREN 8416 CL73 350X500 R,32,380,7510,XIVA,101,51396,35.0,М2,2025-10-10,16:14:54,STOREKEEPER3,ZARA,25.35,0,100001266288,21,T21
KA8416_CL73_010,KA,LAUREN 8416 CL73 350X600 R,32,380,7510,XIVA,101,51396,42.0,М2,2025-10-10,16:15:09,STOREKEEPER3,ZARA,30.42,0,100001266291,21,T21
KA8416_CL73_011,KA,LAUREN 8416 CL73 350X700 R,32,380,7510,XIVA,101,51971,49.0,М2,2025-10-16,10:55:52,STOREKEEPER3,ZARA,35.49,0,100001270896,10,T10
KA8416_CL73_015,KA,LAUREN 8416 CL73 300X400 R,32,380,7510,XIVA,101,51644,48.0,М2,2025-10-14,23:37:15,STOREKEEPER3,ZARA,17.38,0,100001268462,8,T08
KA8416_CL73_016,KA,LAUREN 8416 CL73 300X500 R,32,380,7510,XIVA,101,51683,30.0,М2,2025-10-12,16:35:54,STOREKEEPER3,ZARA,21.72,0,100001268692,23,T23
KA8416_CL73_019,KA,LAUREN 8416 CL73 300X700 R,32,380,7510,XIVA,101,51644,42.0,М2,2025-10-14,23:37:30,STOREKEEPER3,ZARA,30.42,0,100001268463,8,T08
KA8416_CL73_103,KA,LAUREN 8416 CL73 300X450 R,32,380,7510,XIVA,101,51644,27.0,М2,2025-10-14,23:37:45,STOREKEEPER3,ZARA,19.55,0,100001268464,8,T08
KA8416_CL73_110,KA,LAUREN 8416 CL73 300X800 R,32,380,7510,XIVA,101,51638,48.0,М2,2025-10-13,20:45:31,STOREKEEPER3,ZARA,34.76,0,100001268424,21,T21
KA8416_CL73_137,KA,LAUREN 8416 CL73 350X450 R,32,380,7510,XIVA,101,51971,31.5,М2,2025-10-16,10:56:07,STOREKEEPER3,ZARA,22.81,0,100001270897,10,T10
KA8416_CL73_189,KA,LAUREN 8416 CL73 320X400 R,32,380,7510,XIVA,101,52320,25.6,М2,2025-10-21,01:47:58,STOREKEEPER3,ZARA,18.54,0,100001274014,10,T10
KA8416_CL73_190,KA,LAUREN 8416 CL73 320X500 R,32,380,7510,XIVA,101,52320,32.0,М2,2025-10-21,01:48:14,STOREKEEPER3,ZARA,23.17,0,100001274015,10,T10
KA8416_CL73_190,KA,LAUREN 8416 CL73 320X500 R,32,380,7510,XIVA,101,51672,32.0,М2,2025-10-12,16:16:39,STOREKEEPER3,ZARA,23.17,0,100001268617,10,T10
KA8416_CL73_191,KA,LAUREN 8416 CL73 320X600 R,32,380,7510,XIVA,101,52320,38.4,М2,2025-10-21,01:48:31,STOREKEEPER3,ZARA,27.81,0,100001274016,10,T10
KA8416_CL73_191,KA,LAUREN 8416 CL73 320X600 R,32,380,7510,XIVA,101,51672,38.4,М2,2025-10-12,16:16:55,STOREKEEPER3,ZARA,27.81,0,100001268618,10,T10
KA8416_CL73_192,KA,LAUREN 8416 CL73 320X700 R,32,380,7510,XIVA,101,52327,44.8,М2,2025-10-21,01:47:17,STOREKEEPER3,ZARA,32.44,0,100001274049,10,T10
KA8416_CL73_192,KA,LAUREN 8416 CL73 320X700 R,32,380,7510,XIVA,101,52320,89.6,М2,2025-10-21,01:48:45,STOREKEEPER3,ZARA,32.44,0,100001274017,10,T10
KA8416_CL73_192,KA,LAUREN 8416 CL73 320X700 R,32,380,7510,XIVA,101,51902,44.8,М2,2025-10-15,14:55:56,STOREKEEPER3,ZARA,32.44,0,100001270349,21,T21
KA8416_CL73_193,KA,LAUREN 8416 CL73 320X800 R,32,380,7510,XIVA,101,51797,51.2,М2,2025-10-14,10:52:50,STOREKEEPER3,ZARA,37.08,0,100001269402,23,T23
KA8416_CL73_328,KA,LAUREN 8416 CL73 350X650 R,32,380,7510,XIVA,101,51994,45.5,М2,2025-10-16,10:54:52,STOREKEEPER3,ZARA,32.95,0,100001271138,10,T10
KA8416_CL73_340,KA,LAUREN 8416 CL73 350X750 R,32,380,7510,XIVA,101,51994,52.5,М2,2025-10-16,10:55:08,STOREKEEPER3,ZARA,38.02,0,100001271140,10,T10
KA8416_CL73_414,KA,LAUREN 8416 CL73 320X450 R,32,380,7510,XIVA,101,51676,28.8,М2,2025-10-12,06:34:03,STOREKEEPER3,ZARA,20.86,0,100001268646,10,T10
KA8416_CL73_415,KA,LAUREN 8416 CL73 320X550 R,32,380,7510,XIVA,101,51797,35.2,М2,2025-10-14,10:53:05,STOREKEEPER3,ZARA,25.49,0,100001269403,23,T23
KA8416_CL73_416,KA,LAUREN 8416 CL73 320X650 R,32,380,7510,XIVA,101,51672,41.6,М2,2025-10-12,16:17:10,STOREKEEPER3,ZARA,30.13,0,100001268620,10,T10
KA8416_CL73_481,KA,LAUREN 8416 CL73 300X750 R,32,380,7510,XIVA,101,51644,45.0,М2,2025-10-14,23:38:01,STOREKEEPER3,ZARA,32.59,0,100001268465,8,T08
KA8416_CL73_590,KA,LAUREN 8416 CL73 320X750 R,32,380,7510,XIVA,101,52327,48.0,М2,2025-10-21,01:47:34,STOREKEEPER3,ZARA,34.76,0,100001274050,10,T10
KA8417_CL33_008,KA,LAUREN 8417 CL33 350X400 R,32,380,7510,XIVA,101,51994,28.0,М2,2025-10-16,10:55:23,STOREKEEPER3,ZARA,20.28,0,100001271143,10,T10
KA8417_CL33_009,KA,LAUREN 8417 CL33 350X500 R,32,380,7510,XIVA,101,51994,35.0,М2,2025-10-16,10:55:39,STOREKEEPER3,ZARA,25.35,0,100001271145,10,T10
KA8417_CL33_010,KA,LAUREN 8417 CL33 350X600 R,32,380,7510,XIVA,101,51994,42.0,М2,2025-10-16,10:55:55,STOREKEEPER3,ZARA,30.42,0,100001271147,10,T10
KA8417_CL33_011,KA,LAUREN 8417 CL33 350X700 R,32,380,7510,XIVA,101,51994,147.0,М2,2025-10-16,10:56:10,STOREKEEPER3,ZARA,35.49,0,100001271150,10,T10
KA8417_CL33_012,KA,LAUREN 8417 CL33 350X800 R,32,380,7510,XIVA,101,51389,56.0,М2,2025-10-09,17:40:35,STOREKEEPER3,ZARA,40.56,0,100001266225,21,T21
KA8417_CL33_015,KA,LAUREN 8417 CL33 300X400 R,32,380,7510,XIVA,101,51644,48.0,М2,2025-10-14,23:38:16,STOREKEEPER3,ZARA,17.38,0,100001268466,8,T08
KA8417_CL33_016,KA,LAUREN 8417 CL33 300X500 R,32,380,7510,XIVA,101,51638,60.0,М2,2025-10-13,20:45:46,STOREKEEPER3,ZARA,21.72,0,100001268425,21,T21
KA8417_CL33_017,KA,LAUREN 8417 CL33 300X550 R,32,380,7510,XIVA,101,51638,66.0,М2,2025-10-13,20:46:01,STOREKEEPER3,ZARA,23.9,0,100001268426,21,T21
KA8417_CL33_018,KA,LAUREN 8417 CL33 300X600 R,32,380,7510,XIVA,101,51683,36.0,М2,2025-10-12,16:36:09,STOREKEEPER3,ZARA,26.07,0,100001268693,23,T23
KA8417_CL33_019,KA,LAUREN 8417 CL33 300X700 R,32,380,7510,XIVA,101,51638,84.0,М2,2025-10-13,20:46:17,STOREKEEPER3,ZARA,30.41,0,100001268427,21,T21
KA8417_CL33_103,KA,LAUREN 8417 CL33 300X450 R,32,380,7510,XIVA,101,51643,27.0,М2,2025-10-13,11:43:16,STOREKEEPER3,ZARA,19.55,0,100001268447,8,T08
KA8417_CL33_110,KA,LAUREN 8417 CL33 300X800 R,32,380,7510,XIVA,101,51639,48.0,М2,2025-10-13,20:46:14,STOREKEEPER3,ZARA,34.76,0,100001268412,21,T21
KA8417_CL33_118,KA,LAUREN 8417 CL33 350X550 R,32,380,7510,XIVA,101,51976,38.5,М2,2025-10-17,06:47:38,STOREKEEPER3,ZARA,27.88,0,100001270920,10,T10
KA8417_CL33_137,KA,LAUREN 8417 CL33 350X450 R,32,380,7510,XIVA,101,51393,31.5,М2,2025-10-09,17:39:40,STOREKEEPER3,ZARA,22.81,0,100001266274,21,T21
KA8417_CL33_183,KA,LAUREN 8417 CL33 300X350 R,32,380,7510,XIVA,101,51644,21.0,М2,2025-10-14,23:38:33,STOREKEEPER3,ZARA,15.21,0,100001268467,8,T08
KA8417_CL33_189,KA,LAUREN 8417 CL33 320X400 R,32,380,7510,XIVA,101,51672,25.6,М2,2025-10-12,16:17:25,STOREKEEPER3,ZARA,18.54,0,100001268624,10,T10
KA8417_CL33_190,KA,LAUREN 8417 CL33 320X500 R,32,380,7510,XIVA,101,52327,32.0,М2,2025-10-21,01:47:52,STOREKEEPER3,ZARA,23.17,0,100001274051,10,T10
KA8417_CL33_191,KA,LAUREN 8417 CL33 320X600 R,32,380,7510,XIVA,101,52327,76.8,М2,2025-10-21,01:48:08,STOREKEEPER3,ZARA,27.81,0,100001274052,10,T10
KA8417_CL33_192,KA,LAUREN 8417 CL33 320X700 R,32,380,7510,XIVA,101,52327,89.6,М2,2025-10-21,01:48:25,STOREKEEPER3,ZARA,32.44,0,100001274053,10,T10
KA8417_CL33_192,KA,LAUREN 8417 CL33 320X700 R,32,380,7510,XIVA,101,51672,44.8,М2,2025-10-12,16:17:40,STOREKEEPER3,ZARA,32.44,0,100001268627,10,T10
KA8417_CL33_193,KA,LAUREN 8417 CL33 320X800 R,32,380,7510,XIVA,101,51676,51.2,М2,2025-10-12,06:34:20,STOREKEEPER3,ZARA,37.08,0,100001268647,10,T10
KA8417_CL33_278,KA,LAUREN 8417 CL33 300X650 R,32,380,7510,XIVA,101,51643,39.0,М2,2025-10-13,11:43:01,STOREKEEPER3,ZARA,28.24,0,100001268446,8,T08
KA8417_CL33_328,KA,LAUREN 8417 CL33 350X650 R,32,380,7510,XIVA,101,51976,91.0,М2,2025-10-17,06:47:54,STOREKEEPER3,ZARA,32.95,0,100001270921,10,T10
KA8417_CL33_328,KA,LAUREN 8417 CL33 350X650 R,32,380,7510,XIVA,101,51393,45.5,М2,2025-10-09,17:39:25,STOREKEEPER3,ZARA,32.95,0,100001266271,21,T21
KA8417_CL33_340,KA,LAUREN 8417 CL33 350X750 R,32,380,7510,XIVA,101,51976,52.5,М2,2025-10-17,06:48:11,STOREKEEPER3,ZARA,38.02,0,100001270923,10,T10
KA8417_CL33_340,KA,LAUREN 8417 CL33 350X750 R,32,380,7510,XIVA,101,51389,52.5,М2,2025-10-09,17:40:51,STOREKEEPER3,ZARA,38.02,0,100001266230,21,T21
KA8417_CL33_414,KA,LAUREN 8417 CL33 320X450 R,32,380,7510,XIVA,101,52328,28.8,М2,2025-10-21,16:20:11,KDJABBOROV,ZARA,20.86,0,100001274055,10,T10
KA8417_CL33_415,KA,LAUREN 8417 CL33 320X550 R,32,380,7510,XIVA,101,51674,35.2,М2,2025-10-12,16:16:19,STOREKEEPER3,ZARA,25.49,0,100001268633,10,T10
KA8417_CL33_416,KA,LAUREN 8417 CL33 320X650 R,32,380,7510,XIVA,101,52328,41.6,М2,2025-10-21,16:05:27,STOREKEEPER3,ZARA,30.13,0,100001274056,10,T10
KA8417_CL33_481,KA,LAUREN 8417 CL33 300X750 R,32,380,7510,XIVA,101,51643,45.0,М2,2025-10-13,11:43:32,STOREKEEPER3,ZARA,32.59,0,100001268449,8,T08
KA8417_CL33_590,KA,LAUREN 8417 CL33 320X750 R,32,380,7510,XIVA,101,52328,48.0,М2,2025-10-21,16:05:43,STOREKEEPER3,ZARA,34.76,0,100001274057,10,T10
KA8483_CL33_008,KA,LAUREN 8483 CL33 350X400 R,32,380,7510,XIVA,101,50864,84.0,М2,2025-10-03,06:57:03,STOREKEEPER3,ZARA,20.28,0,100001261706,10,T10
KA8483_CL33_009,KA,LAUREN 8483 CL33 350X500 R,32,380,7510,XIVA,101,50864,140.0,М2,2025-10-03,06:57:34,STOREKEEPER3,ZARA,25.35,0,100001261707,10,T10
KA8483_CL33_010,KA,LAUREN 8483 CL33 350X600 R,32,380,7510,XIVA,101,50864,126.0,М2,2025-10-03,06:57:18,STOREKEEPER3,ZARA,30.42,0,100001261708,10,T10
KA8483_CL33_011,KA,LAUREN 8483 CL33 350X700 R,32,380,7510,XIVA,101,50864,49.0,М2,2025-10-03,06:56:48,STOREKEEPER3,ZARA,35.49,0,100001261709,10,T10
KA8483_CL33_011,KA,LAUREN 8483 CL33 350X700 R,32,380,7510,XIVA,101,50708,98.0,М2,2025-10-01,07:32:17,STOREKEEPER3,ZARA,35.49,0,100001259924,21,T21
KA8483_CL33_118,KA,LAUREN 8483 CL33 350X550 R,32,380,7510,XIVA,101,50843,77.0,М2,2025-10-05,07:45:38,STOREKEEPER3,ZARA,27.88,0,100001261570,22,T22
KA8483_CL33_137,KA,LAUREN 8483 CL33 350X450 R,32,380,7510,XIVA,101,50843,126.0,М2,2025-10-05,07:45:54,STOREKEEPER3,ZARA,22.81,0,100001261572,22,T22
KA8483_CL33_328,KA,LAUREN 8483 CL33 350X650 R,32,380,7510,XIVA,101,50843,91.0,М2,2025-10-05,07:46:09,STOREKEEPER3,ZARA,32.95,0,100001261575,22,T22
KA8483_CL36_008,KA,LAUREN 8483 CL36 350X400 R,32,380,7510,XIVA,101,52173,84.0,М2,2025-10-20,13:47:19,STOREKEEPER3,ZARA,20.28,0,100001272995,10,T10
KA8483_CL36_008,KA,LAUREN 8483 CL36 350X400 R,32,380,7510,XIVA,101,52172,84.0,М2,2025-10-19,21:32:34,STOREKEEPER3,ZARA,20.28,0,100001272994,10,T10
KA8483_CL36_009,KA,LAUREN 8483 CL36 350X500 R,32,380,7510,XIVA,101,52173,210.0,М2,2025-10-20,13:47:35,STOREKEEPER3,ZARA,25.34,0,100001272996,10,T10
KA8483_CL36_010,KA,LAUREN 8483 CL36 350X600 R,32,380,7510,XIVA,101,52174,168.0,М2,2025-10-20,13:47:32,STOREKEEPER3,ZARA,30.42,0,100001272997,10,T10
KA8483_CL36_011,KA,LAUREN 8483 CL36 350X700 R,32,380,7510,XIVA,101,52174,98.0,М2,2025-10-20,13:47:47,STOREKEEPER3,ZARA,35.49,0,100001272999,10,T10
KA8483_CL36_015,KA,LAUREN 8483 CL36 300X400 R,32,380,7510,XIVA,101,52162,144.0,М2,2025-10-19,23:14:17,STOREKEEPER3,ZARA,17.38,0,100001272951,8,T08
KA8483_CL36_016,KA,LAUREN 8483 CL36 300X500 R,32,380,7510,XIVA,101,52163,150.0,М2,2025-10-20,06:17:49,STOREKEEPER3,ZARA,21.72,0,100001272953,8,T08
KA8483_CL36_016,KA,LAUREN 8483 CL36 300X500 R,32,380,7510,XIVA,101,52162,60.0,М2,2025-10-19,23:14:32,STOREKEEPER3,ZARA,21.72,0,100001272952,8,T08
KA8483_CL36_017,KA,LAUREN 8483 CL36 300X550 R,32,380,7510,XIVA,101,52163,33.0,М2,2025-10-20,06:18:04,STOREKEEPER3,ZARA,23.9,0,100001272954,8,T08
KA8483_CL36_018,KA,LAUREN 8483 CL36 300X600 R,32,380,7510,XIVA,101,52163,36.0,М2,2025-10-20,06:18:19,STOREKEEPER3,ZARA,26.07,0,100001272955,8,T08
KA8483_CL36_021,KA,LAUREN 8483 CL36 250X350 R,32,380,7510,XIVA,101,52449,122.5,М2,2025-10-23,08:17:40,STOREKEEPER3,ZARA,12.67,0,100001275036,21,T21
KA8483_CL36_103,KA,LAUREN 8483 CL36 300X450 R,32,380,7510,XIVA,101,52163,81.0,М2,2025-10-20,06:18:34,STOREKEEPER3,ZARA,19.55,0,100001272956,8,T08
KA8483_CL36_118,KA,LAUREN 8483 CL36 350X550 R,32,380,7510,XIVA,101,52175,77.0,М2,2025-10-20,13:47:35,STOREKEEPER3,ZARA,27.88,0,100001273005,10,T10
KA8483_CL36_118,KA,LAUREN 8483 CL36 350X550 R,32,380,7510,XIVA,101,52174,77.0,М2,2025-10-20,13:48:02,STOREKEEPER3,ZARA,27.88,0,100001273001,10,T10
KA8483_CL36_137,KA,LAUREN 8483 CL36 350X450 R,32,380,7510,XIVA,101,52175,189.0,М2,2025-10-20,13:47:50,STOREKEEPER3,ZARA,22.81,0,100001273006,10,T10
KA8483_CL36_183,KA,LAUREN 8483 CL36 300X350 R,32,380,7510,XIVA,101,52164,42.0,М2,2025-10-20,16:18:47,STOREKEEPER3,ZARA,15.21,0,100001272957,8,T08
KA8483_CL36_189,KA,LAUREN 8483 CL36 320X400 R,32,380,7510,XIVA,101,52384,25.6,М2,2025-10-22,19:31:28,STOREKEEPER3,ZARA,18.54,0,100001274596,6,T06
KA8483_CL36_191,KA,LAUREN 8483 CL36 320X600 R,32,380,7510,XIVA,101,52384,38.4,М2,2025-10-22,19:31:43,STOREKEEPER3,ZARA,27.81,0,100001274597,6,T06
KA8483_CL36_192,KA,LAUREN 8483 CL36 320X700 R,32,380,7510,XIVA,101,52384,44.8,М2,2025-10-22,19:31:58,STOREKEEPER3,ZARA,32.44,0,100001274598,6,T06
KA8483_CL36_328,KA,LAUREN 8483 CL36 350X650 R,32,380,7510,XIVA,101,52175,91.0,М2,2025-10-20,13:48:05,STOREKEEPER3,ZARA,32.95,0,100001273007,10,T10
KA8483_CL36_407,KA,LAUREN 8483 CL36 370X550 R,32,380,7510,XIVA,101,51935,81.4,М2,2025-10-17,06:44:38,STOREKEEPER3,ZARA,29.47,0,100001270770,21,T21
KA8483_CL36_414,KA,LAUREN 8483 CL36 320X450 R,32,380,7510,XIVA,101,52384,28.8,М2,2025-10-22,19:32:14,STOREKEEPER3,ZARA,20.86,0,100001274599,6,T06
KA8483_CL36_416,KA,LAUREN 8483 CL36 320X650 R,32,380,7510,XIVA,101,52384,41.6,М2,2025-10-22,19:32:29,STOREKEEPER3,ZARA,30.13,0,100001274600,6,T06
KA8483_CL36_A90,KA,LAUREN 8483 CL36 370X600 R,32,380,7510,XIVA,101,51935,44.4,М2,2025-10-17,06:44:53,STOREKEEPER3,ZARA,32.16,0,100001270771,21,T21
KA8483_CL36_A90,KA,LAUREN 8483 CL36 370X600 R,32,380,7510,XIVA,101,52046,44.4,М2,2025-10-17,22:08:22,STOREKEEPER3,ZARA,32.16,0,100001271666,21,T21
KA8483_CL36_A91,KA,LAUREN 8483 CL36 370X450 R,32,380,7510,XIVA,101,52046,66.6,М2,2025-10-17,22:08:40,STOREKEEPER3,ZARA,24.11,0,100001271667,21,T21
KA8483_CL63_008,KA,LAUREN 8483 CL63 350X400 R,32,380,7510,XIVA,101,51668,140.0,М2,2025-10-16,07:35:32,STOREKEEPER3,ZARA,20.28,0,100001268662,6,T06
KA8483_CL63_008,KA,LAUREN 8483 CL63 350X400 R,32,380,7510,XIVA,101,51678,140.0,М2,2025-10-14,01:38:46,STOREKEEPER3,ZARA,20.28,0,100001268653,10,T10
KA8483_CL63_009,KA,LAUREN 8483 CL63 350X500 R,32,380,7510,XIVA,101,51663,350.0,М2,2025-10-14,02:26:47,STOREKEEPER3,ZARA,25.34,0,100001268562,6,T06
KA8483_CL63_010,KA,LAUREN 8483 CL63 350X600 R,32,380,7510,XIVA,101,51680,210.0,М2,2025-10-14,12:17:56,STOREKEEPER3,ZARA,30.41,0,100001268670,10,T10
KA8483_CL63_011,KA,LAUREN 8483 CL63 350X700 R,32,380,7510,XIVA,101,51664,245.0,М2,2025-10-14,02:26:44,STOREKEEPER3,ZARA,35.48,0,100001268656,6,T06
KA8483_CL63_118,KA,LAUREN 8483 CL63 350X550 R,32,380,7510,XIVA,101,51680,115.5,М2,2025-10-14,12:18:11,STOREKEEPER3,ZARA,27.88,0,100001268672,10,T10
KA8483_CL63_118,KA,LAUREN 8483 CL63 350X550 R,32,380,7510,XIVA,101,51682,77.0,М2,2025-10-13,16:19:38,STOREKEEPER3,ZARA,27.88,0,100001268684,10,T10
KA8483_CL63_137,KA,LAUREN 8483 CL63 350X450 R,32,380,7510,XIVA,101,51684,157.5,М2,2025-10-14,12:17:59,STOREKEEPER3,ZARA,22.81,0,100001268689,10,T10
KA8483_CL73_008,KA,LAUREN 8483 CL73 350X400 R,32,380,7510,XIVA,101,52687,224.0,М2,2025-10-25,15:56:45,STOREKEEPER3,ZARA,20.27,0,100001277045,6,T06
KA8483_CL73_008,KA,LAUREN 8483 CL73 350X400 R,32,380,7510,XIVA,101,52248,84.0,М2,2025-10-20,19:09:26,STOREKEEPER3,ZARA,20.28,0,100001273371,6,T06
KA8483_CL73_009,KA,LAUREN 8483 CL73 350X500 R,32,380,7510,XIVA,101,52723,35.0,М2,2025-10-26,01:17:01,STOREKEEPER3,ZARA,25.35,0,100001277542,10,T10
KA8483_CL73_009,KA,LAUREN 8483 CL73 350X500 R,32,380,7510,XIVA,101,52688,315.0,М2,2025-10-26,15:06:30,STOREKEEPER3,ZARA,25.34,0,100001277048,6,T06
KA8483_CL73_009,KA,LAUREN 8483 CL73 350X500 R,32,380,7510,XIVA,101,52248,105.0,М2,2025-10-20,19:09:41,STOREKEEPER3,ZARA,25.35,0,100001273372,6,T06
KA8483_CL73_010,KA,LAUREN 8483 CL73 350X600 R,32,380,7510,XIVA,101,52723,252.0,М2,2025-10-26,01:17:16,STOREKEEPER3,ZARA,30.41,0,100001277543,10,T10
KA8483_CL73_010,KA,LAUREN 8483 CL73 350X600 R,32,380,7510,XIVA,101,52248,42.0,М2,2025-10-20,19:09:57,STOREKEEPER3,ZARA,30.42,0,100001273373,6,T06
KA8483_CL73_011,KA,LAUREN 8483 CL73 350X700 R,32,380,7510,XIVA,101,52724,98.0,М2,2025-10-26,17:13:16,STOREKEEPER3,ZARA,35.49,0,100001277544,10,T10
KA8483_CL73_011,KA,LAUREN 8483 CL73 350X700 R,32,380,7510,XIVA,101,52248,49.0,М2,2025-10-20,19:10:12,STOREKEEPER3,ZARA,35.49,0,100001273374,6,T06
KA8483_CL73_015,KA,LAUREN 8483 CL73 300X400 R,32,380,7510,XIVA,101,52712,72.0,М2,2025-10-26,11:24:47,STOREKEEPER3,ZARA,17.38,0,100001277204,23,T23
KA8483_CL73_015,KA,LAUREN 8483 CL73 300X400 R,32,380,7510,XIVA,101,52845,48.0,М2,2025-10-26,22:54:15,STOREKEEPER3,ZARA,17.38,0,100001278261,21,T21
KA8483_CL73_015,KA,LAUREN 8483 CL73 300X400 R,32,380,7510,XIVA,101,52164,72.0,М2,2025-10-20,16:19:02,STOREKEEPER3,ZARA,17.38,0,100001272958,8,T08
KA8483_CL73_015,KA,LAUREN 8483 CL73 300X400 R,32,380,7510,XIVA,101,51412,72.0,М2,2025-10-08,15:50:36,STOREKEEPER3,ZARA,17.38,0,100001266565,22,T22
