data,zavod,stanok,pikseli
2024-11-01 00:00:00,ANTP,T21,2971246
2024-11-01 00:00:00,ANTP,T22,4996762
2024-11-01 00:00:00,ANTP,T23,4415871
2024-11-01 00:00:00,ANTP,T24,1830583
2024-11-01 00:00:00,ANTP,T25,2145166
2024-11-01 00:00:00,ANTP,T26,0
2024-11-01 00:00:00,ANTP,T27,2360852
2024-11-01 00:00:00,ANTP,T28,4448167
2024-11-01 00:00:00,ANTP,T29,1425622
2024-11-01 00:00:00,ANTP,T30,1323274
2024-11-01 00:00:00,ANTP,T31,3443074
2024-11-01 00:00:00,ANTP,T32,4001460
2024-11-01 00:00:00,ANTP,T33,3976282
2024-11-01 00:00:00,ANTP,T34,992906
2024-11-01 00:00:00,ANTP,T35,2215841
2024-11-01 00:00:00,XIVA,T01,1712866
2024-11-01 00:00:00,XIVA,T02,2813662
2024-11-01 00:00:00,XIVA,T03,3519706
2024-11-01 00:00:00,XIVA,T04,2898232
2024-11-01 00:00:00,XIVA,T05,3083021
2024-11-01 00:00:00,XIVA,T06,3003814
2024-11-01 00:00:00,XIVA,T07,2347719
2024-11-01 00:00:00,XIVA,T08,3562448
2024-11-01 00:00:00,XIVA,T09,3969970
2024-11-01 00:00:00,XIVA,T10,4067356
2024-11-01 00:00:00,XIVA,T11,2609386
2024-11-01 00:00:00,XIVA,T12,4747730
2024-11-01 00:00:00,XIVA,T13,2973591
2024-11-01 00:00:00,XIVA,T14,2803535
2024-11-01 00:00:00,XIVA,T15,4600564
2024-11-01 00:00:00,XIVA,T16,4408371
2024-11-01 00:00:00,XIVA,T17,4158892
2024-11-01 00:00:00,XIVA,T18,3567856
2024-11-01 00:00:00,XIVA,T19,4029573
2024-12-01 00:00:00,ANTP,T01,4205914
2024-12-01 00:00:00,ANTP,T02,4439728
2024-12-01 00:00:00,ANTP,T03,4231283
2024-12-01 00:00:00,ANTP,T04,79625
2024-12-01 00:00:00,ANTP,T05,3540103
2024-12-01 00:00:00,ANTP,T06,3983720
2024-12-01 00:00:00,ANTP,T07,2327922
2024-12-01 00:00:00,ANTP,T08,3912141
2024-12-01 00:00:00,ANTP,T09,4096561
2024-12-01 00:00:00,ANTP,T10,3529797
2024-12-01 00:00:00,ANTP,T11,4136300
2024-12-01 00:00:00,ANTP,T12,3573472
2024-12-01 00:00:00,ANTP,T13,4229373
2024-12-01 00:00:00,ANTP,T14,2422241
2024-12-01 00:00:00,ANTP,T15,3008737
2024-12-01 00:00:00,ANTP,T16,3144367
2024-12-01 00:00:00,ANTP,T17,3463268
2024-12-01 00:00:00,ANTP,T18,2620212
2024-12-01 00:00:00,ANTP,T19,3637271
2024-12-01 00:00:00,ANTP,T20,3284688
2024-12-01 00:00:00,ANTP,T21,3045769
2024-12-01 00:00:00,ANTP,T22,4182111
2024-12-01 00:00:00,ANTP,T23,3165363
2024-12-01 00:00:00,ANTP,T24,1818266
2024-12-01 00:00:00,ANTP,T25,1989512
2024-12-01 00:00:00,ANTP,T26,1049624
2024-12-01 00:00:00,ANTP,T27,2215326
2024-12-01 00:00:00,ANTP,T28,3705478
2024-12-01 00:00:00,ANTP,T29,0
2024-12-01 00:00:00,ANTP,T30,1704334
2024-12-01 00:00:00,ANTP,T31,3221804
2024-12-01 00:00:00,ANTP,T32,3679500
2024-12-01 00:00:00,ANTP,T33,551964
2024-12-01 00:00:00,ANTP,T34,2100485
2024-12-01 00:00:00,ANTP,T35,2095043
2024-12-01 00:00:00,XIVA,T01,2301813
2024-12-01 00:00:00,XIVA,T02,2957845
2024-12-01 00:00:00,XIVA,T03,3581628
2024-12-01 00:00:00,XIVA,T04,3468395
2024-12-01 00:00:00,XIVA,T05,3276392
2024-12-01 00:00:00,XIVA,T06,2701837
2024-12-01 00:00:00,XIVA,T07,2553840
2024-12-01 00:00:00,XIVA,T08,3472393
2024-12-01 00:00:00,XIVA,T09,3601376
2024-12-01 00:00:00,XIVA,T10,4255237
2024-12-01 00:00:00,XIVA,T11,2830561
2024-12-01 00:00:00,XIVA,T12,4481241
2024-12-01 00:00:00,XIVA,T13,3175266
2024-12-01 00:00:00,XIVA,T14,2951101
2024-12-01 00:00:00,XIVA,T15,4367187
2024-12-01 00:00:00,XIVA,T16,4350155
2024-12-01 00:00:00,XIVA,T17,4245235
2024-12-01 00:00:00,XIVA,T18,3459042
2024-12-01 00:00:00,XIVA,T19,3791740
2025-01-01 00:00:00,ANTP,T01,3638140
2025-01-01 00:00:00,ANTP,T02,4088212
2025-01-01 00:00:00,ANTP,T03,4371364
2025-01-01 00:00:00,ANTP,T04,1508247
2025-01-01 00:00:00,ANTP,T05,2781071
2025-01-01 00:00:00,ANTP,T06,3985729
2025-01-01 00:00:00,ANTP,T07,2444161
2025-01-01 00:00:00,ANTP,T08,3096037
2025-01-01 00:00:00,ANTP,T09,4088065
2025-01-01 00:00:00,ANTP,T10,3548673
2025-01-01 00:00:00,ANTP,T11,3561400
2025-01-01 00:00:00,ANTP,T12,3529388
2025-01-01 00:00:00,ANTP,T13,4032764
2025-01-01 00:00:00,ANTP,T14,1619479
2025-01-01 00:00:00,ANTP,T15,3050034
2025-01-01 00:00:00,ANTP,T16,2946938
2025-01-01 00:00:00,ANTP,T17,2977899
2025-01-01 00:00:00,ANTP,T18,2524350
2025-01-01 00:00:00,ANTP,T19,3015706
2025-01-01 00:00:00,ANTP,T20,3260291
2025-01-01 00:00:00,ANTP,T21,3242174
2025-01-01 00:00:00,ANTP,T22,4648663
2025-01-01 00:00:00,ANTP,T23,4169016
2025-01-01 00:00:00,ANTP,T24,1863558
2025-01-01 00:00:00,ANTP,T25,1821588
2025-01-01 00:00:00,ANTP,T26,2749526
2025-01-01 00:00:00,ANTP,T27,2327432
2025-01-01 00:00:00,ANTP,T28,3941363
2025-01-01 00:00:00,ANTP,T29,0
2025-01-01 00:00:00,ANTP,T30,1769473
2025-01-01 00:00:00,ANTP,T31,2621484
2025-01-01 00:00:00,ANTP,T32,2634900
2025-01-01 00:00:00,ANTP,T33,1697306
2025-01-01 00:00:00,ANTP,T34,1191086
2025-01-01 00:00:00,ANTP,T35,2031887
2025-01-01 00:00:00,XIVA,T01,2624081
2025-01-01 00:00:00,XIVA,T02,3117746
2025-01-01 00:00:00,XIVA,T03,2819838
2025-01-01 00:00:00,XIVA,T04,2970463
2025-01-01 00:00:00,XIVA,T05,3115415
2025-01-01 00:00:00,XIVA,T06,2757862
2025-01-01 00:00:00,XIVA,T07,2523385
2025-01-01 00:00:00,XIVA,T08,3564627
2025-01-01 00:00:00,XIVA,T09,3095553
2025-01-01 00:00:00,XIVA,T10,4119741
2025-01-01 00:00:00,XIVA,T11,2794679
2025-01-01 00:00:00,XIVA,T12,4095787
2025-01-01 00:00:00,XIVA,T13,3056817
2025-01-01 00:00:00,XIVA,T14,2632720
2025-01-01 00:00:00,XIVA,T15,4297933
2025-01-01 00:00:00,XIVA,T20,0
2025-01-01 00:00:00,XIVA,T21,0
2025-01-01 00:00:00,XIVA,T22,0
2025-01-01 00:00:00,XIVA,T23,0
2025-02-01 00:00:00,ANTP,T01,2178814
2025-02-01 00:00:00,ANTP,T02,4023094
2025-02-01 00:00:00,ANTP,T03,3395310
2025-02-01 00:00:00,ANTP,T04,2271054
2025-02-01 00:00:00,ANTP,T05,2085827
2025-02-01 00:00:00,ANTP,T06,3621610
2025-02-01 00:00:00,ANTP,T07,2159344
2025-02-01 00:00:00,ANTP,T08,3191606
2025-02-01 00:00:00,ANTP,T09,4122731
2025-02-01 00:00:00,ANTP,T10,3236500
2025-02-01 00:00:00,ANTP,T11,3745400
2025-02-01 00:00:00,ANTP,T12,3632366
2025-02-01 00:00:00,ANTP,T13,3981663
2025-02-01 00:00:00,ANTP,T14,0
2025-02-01 00:00:00,ANTP,T15,2933613
2025-02-01 00:00:00,ANTP,T16,2360867
2025-02-01 00:00:00,ANTP,T17,2907225
2025-02-01 00:00:00,ANTP,T18,1985354
2025-02-01 00:00:00,ANTP,T19,3407694
2025-02-01 00:00:00,ANTP,T20,3669194
2025-02-01 00:00:00,ANTP,T21,3047190
2025-02-01 00:00:00,ANTP,T22,4420285
2025-02-01 00:00:00,ANTP,T23,3580268
2025-02-01 00:00:00,ANTP,T24,1814736
2025-02-01 00:00:00,ANTP,T25,1237813
2025-02-01 00:00:00,ANTP,T26,2698010
2025-02-01 00:00:00,ANTP,T27,2143912
2025-02-01 00:00:00,ANTP,T28,3889612
2025-02-01 00:00:00,ANTP,T29,1462073
2025-02-01 00:00:00,ANTP,T30,1817068
2025-02-01 00:00:00,ANTP,T31,3041782
2025-02-01 00:00:00,ANTP,T32,2249415
2025-02-01 00:00:00,ANTP,T33,3761852
2025-02-01 00:00:00,ANTP,T34,1336969
2025-02-01 00:00:00,ANTP,T35,2466166
2025-02-01 00:00:00,XIVA,T01,2928832
2025-02-01 00:00:00,XIVA,T02,3104279
2025-02-01 00:00:00,XIVA,T03,3092399
2025-02-01 00:00:00,XIVA,T04,3111940
2025-02-01 00:00:00,XIVA,T05,3067525
2025-02-01 00:00:00,XIVA,T06,2807421
2025-02-01 00:00:00,XIVA,T07,1064104
2025-02-01 00:00:00,XIVA,T08,2953467
2025-02-01 00:00:00,XIVA,T09,3385595
2025-02-01 00:00:00,XIVA,T10,2997295
2025-02-01 00:00:00,XIVA,T11,2619493
2025-02-01 00:00:00,XIVA,T12,4224782
2025-02-01 00:00:00,XIVA,T13,2706920
2025-02-01 00:00:00,XIVA,T14,1334412
2025-02-01 00:00:00,XIVA,T15,4129171
2025-02-01 00:00:00,XIVA,T20,0
2025-02-01 00:00:00,XIVA,T21,0
2025-02-01 00:00:00,XIVA,T22,0
2025-02-01 00:00:00,XIVA,T23,0
2025-03-01 00:00:00,ANTP,T01,3526273
2025-03-01 00:00:00,ANTP,T02,4911652
2025-03-01 00:00:00,ANTP,T03,3816018
2025-03-01 00:00:00,ANTP,T04,2226309
2025-03-01 00:00:00,ANTP,T05,2615107
2025-03-01 00:00:00,ANTP,T06,4195685
2025-03-01 00:00:00,ANTP,T07,2488155
2025-03-01 00:00:00,ANTP,T08,4000512
2025-03-01 00:00:00,ANTP,T09,3845346
2025-03-01 00:00:00,ANTP,T10,3267358
2025-03-01 00:00:00,ANTP,T11,4108333
2025-03-01 00:00:00,ANTP,T12,4005100
2025-03-01 00:00:00,ANTP,T13,4301176
2025-03-01 00:00:00,ANTP,T14,2614107
2025-03-01 00:00:00,ANTP,T15,3605527
2025-03-01 00:00:00,ANTP,T16,1658670
2025-03-01 00:00:00,ANTP,T17,2935239
2025-03-01 00:00:00,ANTP,T18,2496500
2025-03-01 00:00:00,ANTP,T19,3995590
2025-03-01 00:00:00,ANTP,T20,4078769
2025-03-01 00:00:00,ANTP,T21,3337922
2025-03-01 00:00:00,ANTP,T22,4428084
2025-03-01 00:00:00,ANTP,T23,4056259
2025-03-01 00:00:00,ANTP,T24,1982681
2025-03-01 00:00:00,ANTP,T25,974207
2025-03-01 00:00:00,ANTP,T26,2529900
2025-03-01 00:00:00,ANTP,T27,2441923
2025-03-01 00:00:00,ANTP,T28,4451870
2025-03-01 00:00:00,ANTP,T29,2295072
2025-03-01 00:00:00,ANTP,T30,1896915
2025-03-01 00:00:00,ANTP,T31,3817828
2025-03-01 00:00:00,ANTP,T32,2886025
2025-03-01 00:00:00,ANTP,T33,4065219
2025-03-01 00:00:00,ANTP,T34,2298067
2025-03-01 00:00:00,ANTP,T35,2541734
2025-03-01 00:00:00,XIVA,T01,2929184
2025-03-01 00:00:00,XIVA,T02,3149845
2025-03-01 00:00:00,XIVA,T03,3423722
2025-03-01 00:00:00,XIVA,T04,3068712
2025-03-01 00:00:00,XIVA,T05,3014384
2025-03-01 00:00:00,XIVA,T06,2066891
2025-03-01 00:00:00,XIVA,T07,3027735
2025-03-01 00:00:00,XIVA,T08,2785347
2025-03-01 00:00:00,XIVA,T09,3673684
2025-03-01 00:00:00,XIVA,T10,4187666
2025-03-01 00:00:00,XIVA,T11,2651737
2025-03-01 00:00:00,XIVA,T12,4498549
2025-03-01 00:00:00,XIVA,T13,2374489
2025-03-01 00:00:00,XIVA,T14,2954543
2025-03-01 00:00:00,XIVA,T15,4293980
2025-03-01 00:00:00,XIVA,T20,0
2025-03-01 00:00:00,XIVA,T21,0
2025-03-01 00:00:00,XIVA,T22,0
2025-03-01 00:00:00,XIVA,T23,0
2025-04-01 00:00:00,ANTP,T01,2986530
2025-04-01 00:00:00,ANTP,T02,5026052
2025-04-01 00:00:00,ANTP,T03,3646735
2025-04-01 00:00:00,ANTP,T04,2312360
2025-04-01 00:00:00,ANTP,T05,2552994
2025-04-01 00:00:00,ANTP,T06,4178299
2025-04-01 00:00:00,ANTP,T07,2661233
2025-04-01 00:00:00,ANTP,T08,4224436
2025-04-01 00:00:00,ANTP,T09,4675303
2025-04-01 00:00:00,ANTP,T10,1545100
2025-04-01 00:00:00,ANTP,T11,2628050
2025-04-01 00:00:00,ANTP,T12,4212643
2025-04-01 00:00:00,ANTP,T13,4385479
2025-04-01 00:00:00,ANTP,T14,3783372
2025-04-01 00:00:00,ANTP,T15,3347236
2025-04-01 00:00:00,ANTP,T16,1902744
2025-04-01 00:00:00,ANTP,T17,3109244
2025-04-01 00:00:00,ANTP,T18,2517218
2025-04-01 00:00:00,ANTP,T19,3853596
2025-04-01 00:00:00,ANTP,T20,4172865
2025-04-01 00:00:00,ANTP,T21,3248210
2025-04-01 00:00:00,ANTP,T22,4386425
2025-04-01 00:00:00,ANTP,T23,4395667
2025-04-01 00:00:00,ANTP,T24,2002254
2025-04-01 00:00:00,ANTP,T25,1618108
2025-04-01 00:00:00,ANTP,T26,2933743
2025-04-01 00:00:00,ANTP,T27,2303398
2025-04-01 00:00:00,ANTP,T28,4699730
2025-04-01 00:00:00,ANTP,T29,2353584
2025-04-01 00:00:00,ANTP,T30,1892637
2025-04-01 00:00:00,ANTP,T31,3969320
2025-04-01 00:00:00,ANTP,T32,2576121
2025-04-01 00:00:00,ANTP,T33,3657415
2025-04-01 00:00:00,ANTP,T34,1827792
2025-04-01 00:00:00,ANTP,T35,2831935
2025-04-01 00:00:00,XIVA,T01,3056469
2025-04-01 00:00:00,XIVA,T02,2840042
2025-04-01 00:00:00,XIVA,T03,3341355
2025-04-01 00:00:00,XIVA,T04,3359563
2025-04-01 00:00:00,XIVA,T05,3137488
2025-04-01 00:00:00,XIVA,T06,3242825
2025-04-01 00:00:00,XIVA,T07,3315661
2025-04-01 00:00:00,XIVA,T08,3362580
2025-04-01 00:00:00,XIVA,T09,3506301
2025-04-01 00:00:00,XIVA,T10,4156696
2025-04-01 00:00:00,XIVA,T11,3033876
2025-04-01 00:00:00,XIVA,T12,4302088
2025-04-01 00:00:00,XIVA,T13,2745643
2025-04-01 00:00:00,XIVA,T14,3408984
2025-04-01 00:00:00,XIVA,T15,4454642
2025-04-01 00:00:00,XIVA,T20,0
2025-04-01 00:00:00,XIVA,T21,0
2025-04-01 00:00:00,XIVA,T22,0
2025-04-01 00:00:00,XIVA,T23,0
2025-05-01 00:00:00,ANTP,T01,3188944
2025-05-01 00:00:00,ANTP,T02,875166
2025-05-01 00:00:00,ANTP,T03,4374264
2025-05-01 00:00:00,ANTP,T04,2520100
2025-05-01 00:00:00,ANTP,T05,2932147
2025-05-01 00:00:00,ANTP,T06,4484704
2025-05-01 00:00:00,ANTP,T07,2630330
2025-05-01 00:00:00,ANTP,T08,3464682
2025-05-01 00:00:00,ANTP,T09,2041003
2025-05-01 00:00:00,ANTP,T10,2751237
2025-05-01 00:00:00,ANTP,T11,2553937
2025-05-01 00:00:00,ANTP,T12,3935672
2025-05-01 00:00:00,ANTP,T13,4377635
2025-05-01 00:00:00,ANTP,T14,3208648
2025-05-01 00:00:00,ANTP,T15,3289732
2025-05-01 00:00:00,ANTP,T16,2986229
2025-05-01 00:00:00,ANTP,T17,3337088
2025-05-01 00:00:00,ANTP,T18,2617800
2025-05-01 00:00:00,ANTP,T19,4129467
2025-05-01 00:00:00,ANTP,T20,4224860
2025-05-01 00:00:00,ANTP,T21,3448188
2025-05-01 00:00:00,ANTP,T22,4921507
2025-05-01 00:00:00,ANTP,T23,3934755
2025-05-01 00:00:00,ANTP,T24,1562091
2025-05-01 00:00:00,ANTP,T25,1086462
2025-05-01 00:00:00,ANTP,T26,2754664
2025-05-01 00:00:00,ANTP,T27,2414030
2025-05-01 00:00:00,ANTP,T28,4526635
2025-05-01 00:00:00,ANTP,T29,2016323
2025-05-01 00:00:00,ANTP,T30,1904524
2025-05-01 00:00:00,ANTP,T31,3576231
2025-05-01 00:00:00,ANTP,T32,3616260
2025-05-01 00:00:00,ANTP,T33,4095801
2025-05-01 00:00:00,ANTP,T34,2201687
2025-05-01 00:00:00,ANTP,T35,2774056
2025-05-01 00:00:00,XIVA,T01,3206726
2025-05-01 00:00:00,XIVA,T02,2935296
2025-05-01 00:00:00,XIVA,T03,2819604
2025-05-01 00:00:00,XIVA,T04,3358313
2025-05-01 00:00:00,XIVA,T05,3299121
2025-05-01 00:00:00,XIVA,T06,3036937
2025-05-01 00:00:00,XIVA,T07,3193201
2025-05-01 00:00:00,XIVA,T08,3067077
2025-05-01 00:00:00,XIVA,T09,3364324
2025-05-01 00:00:00,XIVA,T10,4543954
2025-05-01 00:00:00,XIVA,T11,2691393
2025-05-01 00:00:00,XIVA,T12,4438971
2025-05-01 00:00:00,XIVA,T13,2745151
2025-05-01 00:00:00,XIVA,T14,3638295
2025-05-01 00:00:00,XIVA,T15,4384504
2025-05-01 00:00:00,XIVA,T16,4178823
2025-06-01 00:00:00,ANTP,T01,3171858
2025-06-01 00:00:00,ANTP,T02,3436554
2025-06-01 00:00:00,ANTP,T03,3119345
2025-06-01 00:00:00,ANTP,T04,2292125
2025-06-01 00:00:00,ANTP,T05,2513807
2025-06-01 00:00:00,ANTP,T06,3937529
2025-06-01 00:00:00,ANTP,T07,1868693
2025-06-01 00:00:00,ANTP,T08,4081662
2025-06-01 00:00:00,ANTP,T09,2263470
2025-06-01 00:00:00,ANTP,T10,3885086
2025-06-01 00:00:00,ANTP,T11,2832900
2025-06-01 00:00:00,ANTP,T12,3521277
2025-06-01 00:00:00,ANTP,T13,3850497
2025-06-01 00:00:00,ANTP,T14,2647126
2025-06-01 00:00:00,ANTP,T15,2972926
2025-06-01 00:00:00,ANTP,T16,2612604
2025-06-01 00:00:00,ANTP,T17,2923338
2025-06-01 00:00:00,ANTP,T18,2214469
2025-06-01 00:00:00,ANTP,T19,4005999
2025-06-01 00:00:00,ANTP,T20,673541
2025-06-01 00:00:00,ANTP,T21,3417190
2025-06-01 00:00:00,ANTP,T22,3180265
2025-06-01 00:00:00,ANTP,T23,4054795
2025-06-01 00:00:00,ANTP,T24,1445899
2025-06-01 00:00:00,ANTP,T25,2055492
2025-06-01 00:00:00,ANTP,T26,2479902
2025-06-01 00:00:00,ANTP,T27,2132419
2025-06-01 00:00:00,ANTP,T28,4297494
2025-06-01 00:00:00,ANTP,T29,1346381
2025-06-01 00:00:00,ANTP,T30,1299996
2025-06-01 00:00:00,ANTP,T31,2985401
2025-06-01 00:00:00,ANTP,T32,2793200
2025-06-01 00:00:00,ANTP,T33,4030890
2025-06-01 00:00:00,ANTP,T34,1456450
2025-06-01 00:00:00,ANTP,T35,1708180
2025-06-01 00:00:00,XIVA,T01,2993866
2025-06-01 00:00:00,XIVA,T02,2696219
2025-06-01 00:00:00,XIVA,T03,2759820
2025-06-01 00:00:00,XIVA,T04,2997192
2025-06-01 00:00:00,XIVA,T05,2937172
2025-06-01 00:00:00,XIVA,T06,2875946
2025-06-01 00:00:00,XIVA,T07,2055240
2025-06-01 00:00:00,XIVA,T08,2754211
2025-06-01 00:00:00,XIVA,T09,2833439
2025-06-01 00:00:00,XIVA,T10,4129968
2025-06-01 00:00:00,XIVA,T11,956396
2025-06-01 00:00:00,XIVA,T12,3377971
2025-06-01 00:00:00,XIVA,T13,2737892
2025-06-01 00:00:00,XIVA,T14,3034703
2025-06-01 00:00:00,XIVA,T15,3408086
2025-06-01 00:00:00,XIVA,T16,3791060
2025-06-01 00:00:00,XIVA,T17,3057492
2025-06-01 00:00:00,XIVA,T18,2811221
2025-07-01 00:00:00,ANTP,T01,3269159
2025-07-01 00:00:00,ANTP,T02,3981170
2025-07-01 00:00:00,ANTP,T03,3279726
2025-07-01 00:00:00,ANTP,T04,2357311
2025-07-01 00:00:00,ANTP,T05,2709600
2025-07-01 00:00:00,ANTP,T06,4535720
2025-07-01 00:00:00,ANTP,T07,2302552
2025-07-01 00:00:00,ANTP,T08,4346956
2025-07-01 00:00:00,ANTP,T09,2681231
2025-07-01 00:00:00,ANTP,T10,4238887
2025-07-01 00:00:00,ANTP,T11,3825700
2025-07-01 00:00:00,ANTP,T12,3984128
2025-07-01 00:00:00,ANTP,T13,4376188
2025-07-01 00:00:00,ANTP,T14,2878987
2025-07-01 00:00:00,ANTP,T15,2619876
2025-07-01 00:00:00,ANTP,T16,3608612
2025-07-01 00:00:00,ANTP,T17,3024685
2025-07-01 00:00:00,ANTP,T18,2550585
2025-07-01 00:00:00,ANTP,T19,3338297
2025-07-01 00:00:00,ANTP,T20,1547691
2025-07-01 00:00:00,ANTP,T21,3638809
2025-07-01 00:00:00,ANTP,T22,3905665
2025-07-01 00:00:00,ANTP,T23,4481056
2025-07-01 00:00:00,ANTP,T24,595099
2025-07-01 00:00:00,ANTP,T25,1359584
2025-07-01 00:00:00,ANTP,T26,2965569
2025-07-01 00:00:00,ANTP,T27,2394219
2025-07-01 00:00:00,ANTP,T28,3597351
2025-07-01 00:00:00,ANTP,T29,1999638
2025-07-01 00:00:00,ANTP,T30,1642627
2025-07-01 00:00:00,ANTP,T31,3254894
2025-07-01 00:00:00,ANTP,T32,3233371
2025-07-01 00:00:00,ANTP,T33,3892527
2025-07-01 00:00:00,ANTP,T34,2013105
2025-07-01 00:00:00,ANTP,T35,1947033
2025-07-01 00:00:00,XIVA,T01,3291094
2025-07-01 00:00:00,XIVA,T02,3207881
2025-07-01 00:00:00,XIVA,T03,3280259
2025-07-01 00:00:00,XIVA,T04,3116514
2025-07-01 00:00:00,XIVA,T05,3036969
2025-07-01 00:00:00,XIVA,T06,2854056
2025-07-01 00:00:00,XIVA,T07,3267457
2025-07-01 00:00:00,XIVA,T08,3108120
2025-07-01 00:00:00,XIVA,T09,3317277
2025-07-01 00:00:00,XIVA,T10,4450920
2025-07-01 00:00:00,XIVA,T11,1175494
2025-07-01 00:00:00,XIVA,T12,3673237
2025-07-01 00:00:00,XIVA,T13,2997923
2025-07-01 00:00:00,XIVA,T14,3143249
2025-07-01 00:00:00,XIVA,T15,3667762
2025-07-01 00:00:00,XIVA,T16,4005215
2025-07-01 00:00:00,XIVA,T17,3465391
2025-07-01 00:00:00,XIVA,T18,3343789
2025-07-01 00:00:00,XIVA,T19,2997421
2025-08-01 00:00:00,ANTP,T01,2994989
2025-08-01 00:00:00,ANTP,T02,3919588
2025-08-01 00:00:00,ANTP,T03,3579731
2025-08-01 00:00:00,ANTP,T04,2465767
2025-08-01 00:00:00,ANTP,T05,2599768
2025-08-01 00:00:00,ANTP,T06,4375796
2025-08-01 00:00:00,ANTP,T07,2080957
2025-08-01 00:00:00,ANTP,T08,4204973
2025-08-01 00:00:00,ANTP,T09,2936316
2025-08-01 00:00:00,ANTP,T10,4098478
2025-08-01 00:00:00,ANTP,T11,4243100
2025-08-01 00:00:00,ANTP,T12,4072373
2025-08-01 00:00:00,ANTP,T13,4333366
2025-08-01 00:00:00,ANTP,T14,3818832
2025-08-01 00:00:00,ANTP,T15,3391246
2025-08-01 00:00:00,ANTP,T16,3582791
2025-08-01 00:00:00,ANTP,T17,3351073
2025-08-01 00:00:00,ANTP,T18,2608750
2025-08-01 00:00:00,ANTP,T19,3951059
2025-08-01 00:00:00,ANTP,T20,2884611
2025-08-01 00:00:00,ANTP,T21,3223924
2025-08-01 00:00:00,ANTP,T22,4360459
2025-08-01 00:00:00,ANTP,T23,3726541
2025-08-01 00:00:00,ANTP,T24,891201
2025-08-01 00:00:00,ANTP,T25,1285340
2025-08-01 00:00:00,ANTP,T26,3070840
2025-08-01 00:00:00,ANTP,T27,2390305
2025-08-01 00:00:00,ANTP,T28,4752600
2025-08-01 00:00:00,ANTP,T29,2080396
2025-08-01 00:00:00,ANTP,T30,1332189
2025-08-01 00:00:00,ANTP,T31,3981062
2025-08-01 00:00:00,ANTP,T32,3028790
2025-08-01 00:00:00,ANTP,T33,3482629
2025-08-01 00:00:00,ANTP,T34,2291951
2025-08-01 00:00:00,ANTP,T35,2716343
2025-08-01 00:00:00,XIVA,T01,3057450
2025-08-01 00:00:00,XIVA,T02,2865954
2025-08-01 00:00:00,XIVA,T03,3318543
2025-08-01 00:00:00,XIVA,T04,3060049
2025-08-01 00:00:00,XIVA,T05,2470031
2025-08-01 00:00:00,XIVA,T06,2898322
2025-08-01 00:00:00,XIVA,T07,2822656
2025-08-01 00:00:00,XIVA,T08,3228874
2025-08-01 00:00:00,XIVA,T09,3673980
2025-08-01 00:00:00,XIVA,T10,4143275
2025-08-01 00:00:00,XIVA,T11,2286166
2025-08-01 00:00:00,XIVA,T12,3488003
2025-08-01 00:00:00,XIVA,T13,2699007
2025-08-01 00:00:00,XIVA,T14,1841098
2025-08-01 00:00:00,XIVA,T15,2609515
2025-08-01 00:00:00,XIVA,T16,3685705
2025-08-01 00:00:00,XIVA,T17,3523838
2025-08-01 00:00:00,XIVA,T18,3107529
2025-08-01 00:00:00,XIVA,T19,2906099
2025-09-01 00:00:00,ANTP,T01,3106641
2025-09-01 00:00:00,ANTP,T02,4091643
2025-09-01 00:00:00,ANTP,T03,3193567
2025-09-01 00:00:00,ANTP,T04,2369842
2025-09-01 00:00:00,ANTP,T05,2461070
2025-09-01 00:00:00,ANTP,T06,4381212
2025-09-01 00:00:00,ANTP,T07,2067750
2025-09-01 00:00:00,ANTP,T08,3367264
2025-09-01 00:00:00,ANTP,T09,3036096
2025-09-01 00:00:00,ANTP,T10,3955687
2025-09-01 00:00:00,ANTP,T11,4245500
2025-09-01 00:00:00,ANTP,T12,4161300
2025-09-01 00:00:00,ANTP,T13,4248858
2025-09-01 00:00:00,ANTP,T14,3763536
2025-09-01 00:00:00,ANTP,T15,3217432
2025-09-01 00:00:00,ANTP,T16,3539354
2025-09-01 00:00:00,ANTP,T17,3082747
2025-09-01 00:00:00,ANTP,T18,2574000
2025-09-01 00:00:00,ANTP,T19,3547178
2025-09-01 00:00:00,ANTP,T20,3193626
2025-09-01 00:00:00,ANTP,T21,3266501
2025-09-01 00:00:00,ANTP,T22,4489477
2025-09-01 00:00:00,ANTP,T23,4174100
2025-09-01 00:00:00,ANTP,T24,995876
2025-09-01 00:00:00,ANTP,T25,1545727
2025-09-01 00:00:00,ANTP,T26,2992796
2025-09-01 00:00:00,ANTP,T27,2172216
2025-09-01 00:00:00,ANTP,T28,4780775
2025-09-01 00:00:00,ANTP,T29,1907185
2025-09-01 00:00:00,ANTP,T30,1607919
2025-09-01 00:00:00,ANTP,T31,3883397
2025-09-01 00:00:00,ANTP,T32,3155946
2025-09-01 00:00:00,ANTP,T33,4078694
2025-09-01 00:00:00,ANTP,T34,2042502
2025-09-01 00:00:00,ANTP,T35,2636634
2025-09-01 00:00:00,XIVA,T01,3181666
2025-09-01 00:00:00,XIVA,T02,2619559
2025-09-01 00:00:00,XIVA,T03,3123717
2025-09-01 00:00:00,XIVA,T04,2846160
2025-09-01 00:00:00,XIVA,T05,2887660
2025-09-01 00:00:00,XIVA,T06,3105716
2025-09-01 00:00:00,XIVA,T07,3385923
2025-09-01 00:00:00,XIVA,T08,3339029
2025-09-01 00:00:00,XIVA,T09,3448454
2025-09-01 00:00:00,XIVA,T10,3946913
