Серия,Имя коллекции,Имя коллекции.1,Бедро,Размер,Ширина,Длина,Тип изделия,Цвет,ID (на сайте),Склад,Склад.1,Себестоимость,Начальный остаток,Приход,Расход,Конечный остаток,Начальный остаток м2,Приход м2,Расход м2,Конечный остаток м2
13105227,ROMA,ROMA,32,80X2500,80,2500,Метражный,33,LW5252_BW33_052,Magazin Urganch,Магазин Урганч,33.6,2.8,,,2.8,2.24,,,2.24
13247511,ROMA,ROMA,32,80X2500,80,2500,Метражный,33,LW5252_BW33_052,SamExpress1,Магазин Самарканд,14.56,1.3,,,1.3,1.04,,,1.04
13247552,ROMA,ROMA,32,80X2500,80,2500,Метражный,33,LW5252_BW33_052,Magazin Urganch,Магазин Урганч,0.56,0.05,,,0.05,0.04,,,0.04
13616014,ROMA,ROMA,32,80X2500,80,2500,Метражный,33,LW5252_BW33_052,Magazin Toshkent (Sergeli),Магазин Тошкент (Сергели),110.32,9.85,,,9.85,7.88,,,7.88
14249660,ROMA,ROMA,32,80X2500,80,2500,Метражный,33,LW5252_BW33_052,SamExpress2,Магазин Самарканд,305.76,27.3,,,27.3,21.84,,,21.84
14265577,ROMA,ROMA,32,80X2500,80,2500,Метражный,33,LW5252_BW33_052,SamExpress2,Магазин Самарканд,304.64,27.2,,,27.2,21.76,,,21.76
13049665,ROMA,ROMA,32,100X2500,100,2500,Метражный,33,LW5252_BW33_053,Magazin Urganch,Магазин Урганч,2.25,0.15,,,0.15,0.15,,,0.15
13085982,ROMA,ROMA,32,100X2500,100,2500,Метражный,33,LW5252_BW33_053,Magazin Urganch,Магазин Урганч,39.3,2.62,,,2.62,2.62,,,2.62
13105229,ROMA,ROMA,32,100X2500,100,2500,Метражный,33,LW5252_BW33_053,Magazin Urganch,Магазин Урганч,2.55,0.17,,,0.17,0.17,,,0.17
13249697,ROMA,ROMA,32,100X2500,100,2500,Метражный,33,LW5252_BW33_053,SamExpress1,Магазин Самарканд,251.02,17.93,,,17.93,17.93,,,17.93
13249777,ROMA,ROMA,32,100X2500,100,2500,Метражный,33,LW5252_BW33_053,SamExpress2,Магазин Самарканд,371.0,26.5,,,26.5,26.5,,,26.5
13567455,ROMA,ROMA,32,100X2500,100,2500,Метражный,33,LW5252_BW33_053,SamExpress1,Магазин Самарканд,14.98,1.07,,,1.07,1.07,,,1.07
13867545,ROMA,ROMA,32,100X2500,100,2500,Метражный,33,LW5252_BW33_053,Magazin Navoi (Karmana),Магазин Навоий (Кармана),354.2,25.3,,,25.3,25.3,,,25.3
14242837,ROMA,ROMA,32,100X2500,100,2500,Метражный,33,LW5252_BW33_053,Magazin Toshkent (Sergeli),Магазин Тошкент (Сергели),49.98,3.57,,,3.57,3.57,,,3.57
14249664,ROMA,ROMA,32,100X2500,100,2500,Метражный,33,LW5252_BW33_053,SamExpress2,Магазин Самарканд,366.8,26.2,,,26.2,26.2,,,26.2
14265578,ROMA,ROMA,32,100X2500,100,2500,Метражный,33,LW5252_BW33_053,SamExpress2,Магазин Самарканд,368.2,26.3,,,26.3,26.3,,,26.3
22787,ROMA,ROMA,32,100X2500,100,2500,Метражный,33,LW5252_BW33_053,Magazin Navoi (Karmana),Магазин Навоий (Кармана),35.42,2.53,,,2.53,2.53,,,2.53
13049666,ROMA,ROMA,32,120X2500,120,2500,Метражный,33,LW5252_BW33_055,Magazin Urganch,Магазин Урганч,46.08,2.56,,,2.56,3.072,,,3.072
13103965,ROMA,ROMA,32,120X2500,120,2500,Метражный,33,LW5252_BW33_055,Magazin Urganch,Магазин Урганч,69.48,3.86,,,3.86,4.632,,,4.632
13249774,ROMA,ROMA,32,120X2500,120,2500,Метражный,33,LW5252_BW33_055,SamExpress1,Магазин Самарканд,216.05,12.86,,,12.86,15.432,,,15.432
13443060,ROMA,ROMA,32,120X2500,120,2500,Метражный,33,LW5252_BW33_055,Magazin Urganch,Магазин Урганч,53.1,2.95,,,2.95,3.54,,,3.54
13623123,ROMA,ROMA,32,120X2500,120,2500,Метражный,33,LW5252_BW33_055,Magazin Toshkent (Sergeli),Магазин Тошкент (Сергели),297.86,17.73,,,17.73,21.276,,,21.276
13867553,ROMA,ROMA,32,120X2500,120,2500,Метражный,33,LW5252_BW33_055,Magazin Navoi (Karmana),Магазин Навоий (Кармана),20.5,1.22,,,1.22,1.464,,,1.464
14258621,ROMA,ROMA,32,120X2500,120,2500,Метражный,33,LW5252_BW33_055,SamExpress2,Магазин Самарканд,425.04,25.3,,,25.3,30.36,,,30.36
14261166,ROMA,ROMA,32,120X2500,120,2500,Метражный,33,LW5252_BW33_055,SamExpress2,Магазин Самарканд,425.04,25.3,,,25.3,30.36,,,30.36
13049754,ROMA,ROMA,32,150X2500,150,2500,Метражный,33,LW5252_BW33_057,Magazin Urganch,Магазин Урганч,0.45,0.02,,,0.02,0.03,,,0.03
13086007,ROMA,ROMA,32,150X2500,150,2500,Метражный,33,LW5252_BW33_057,Magazin Urganch,Магазин Урганч,69.08,3.07,,,3.07,4.605,,,4.605
13249696,ROMA,ROMA,32,150X2500,150,2500,Метражный,33,LW5252_BW33_057,SamExpress1,Магазин Самарканд,231.0,11.0,,,11.0,16.5,,,16.5
13249775,ROMA,ROMA,32,150X2500,150,2500,Метражный,33,LW5252_BW33_057,SamExpress1,Магазин Самарканд,44.52,2.12,,,2.12,3.18,,,3.18
13623122,ROMA,ROMA,32,150X2500,150,2500,Метражный,33,LW5252_BW33_057,Magazin Toshkent (Sergeli),Магазин Тошкент (Сергели),39.9,1.9,,,1.9,2.85,,,2.85
13864037,ROMA,ROMA,32,150X2500,150,2500,Метражный,33,LW5252_BW33_057,Magazin Navoi (Karmana),Магазин Навоий (Кармана),232.05,11.05,,,11.05,16.575,,,16.575
14235882,ROMA,ROMA,32,150X2500,150,2500,Метражный,33,LW5252_BW33_057,Magazin Toshkent (Sergeli),Магазин Тошкент (Сергели),304.5,14.5,,,14.5,21.75,,,21.75
22727,ROMA,ROMA,32,150X2500,150,2500,Метражный,33,LW5252_BW33_057,Magazin Navoi (Karmana),Магазин Навоий (Кармана),22.05,1.05,,,1.05,1.575,,,1.575
13049697,ROMA,ROMA,32,200X2500,200,2500,Метражный,33,LW5252_BW33_059,Magazin Urganch,Магазин Урганч,4.5,0.15,,,0.15,0.3,,,0.3
13049850,ROMA,ROMA,32,200X2500,200,2500,Метражный,33,LW5252_BW33_059,Magazin Urganch,Магазин Урганч,94.5,3.15,,,3.15,6.3,,,6.3
13106934,ROMA,ROMA,32,200X2500,200,2500,Метражный,33,LW5252_BW33_059,Magazin Urganch,Магазин Урганч,0.5,0.02,,,0.02,0.04,,,0.04
13151363,ROMA,ROMA,32,200X2500,200,2500,Метражный,33,LW5252_BW33_059,SamExpress1,Магазин Самарканд,19.6,0.7,,,0.7,1.4,,,1.4
13153390,ROMA,ROMA,32,200X2500,200,2500,Метражный,33,LW5252_BW33_059,SamExpress1,Магазин Самарканд,28.0,1.0,,,1.0,2.0,,,2.0
13443034,ROMA,ROMA,32,200X2500,200,2500,Метражный,33,LW5252_BW33_059,Magazin Urganch,Магазин Урганч,99.6,3.32,,,3.32,6.64,,,6.64
13624122,ROMA,ROMA,32,200X2500,200,2500,Метражный,33,LW5252_BW33_059,Magazin Toshkent (Sergeli),Магазин Тошкент (Сергели),38.36,1.37,,,1.37,2.74,,,2.74
13624142,ROMA,ROMA,32,200X2500,200,2500,Метражный,33,LW5252_BW33_059,Magazin Toshkent (Sergeli),Магазин Тошкент (Сергели),206.64,7.38,,,7.38,14.76,,,14.76
13864704,ROMA,ROMA,32,200X2500,200,2500,Метражный,33,LW5252_BW33_059,Magazin Navoi (Karmana),Магазин Навоий (Кармана),506.8,18.1,,,18.1,36.2,,,36.2
22716,ROMA,ROMA,32,200X2500,200,2500,Метражный,33,LW5252_BW33_059,Magazin Navoi (Karmana),Магазин Навоий (Кармана),31.64,1.13,,,1.13,2.26,,,2.26
13453950,ROMA,ROMA,32,150X230,150,230,Овал,33,LW5252_BW33_076,Magazin Jomboy,Магазин Жомбой,48.3,1.0,,,1.0,3.45,,,3.45
13453954,ROMA,ROMA,32,150X230,150,230,Овал,33,LW5252_BW33_076,Magazin Jomboy,Магазин Жомбой,48.3,1.0,,,1.0,3.45,,,3.45
13621480,ROMA,ROMA,32,150X230,150,230,Овал,33,LW5252_BW33_076,Magazin Jizzax,Магазин Жиззах,48.3,1.0,,,1.0,3.45,,,3.45
13623496,ROMA,ROMA,32,150X230,150,230,Овал,33,LW5252_BW33_076,Magazin Jizzax,Магазин Жиззах,48.3,1.0,,,1.0,3.45,,,3.45
13417443,ROMA,ROMA,32,100X200,100,200,Овал,33,LW5252_BW33_079,Magazin Jomboy,Магазин Жомбой,28.0,1.0,,,1.0,2.0,,,2.0
13417488,ROMA,ROMA,32,100X200,100,200,Овал,33,LW5252_BW33_079,Magazin Jomboy,Магазин Жомбой,28.0,1.0,,,1.0,2.0,,,2.0
13417448,ROMA,ROMA,32,100X150,100,150,Овал,33,LW5252_BW33_080,Magazin Urganch,Магазин Урганч,20.25,1.0,,,1.0,1.5,,,1.5
13417452,ROMA,ROMA,32,100X150,100,150,Овал,33,LW5252_BW33_080,Magazin Urganch,Магазин Урганч,20.25,1.0,,,1.0,1.5,,,1.5
13417491,ROMA,ROMA,32,100X150,100,150,Овал,33,LW5252_BW33_080,Magazin Jomboy,Магазин Жомбой,21.0,1.0,,,1.0,1.5,,,1.5
13417492,ROMA,ROMA,32,100X150,100,150,Овал,33,LW5252_BW33_080,Magazin Urganch,Магазин Урганч,20.25,1.0,,,1.0,1.5,,,1.5
13417493,ROMA,ROMA,32,100X150,100,150,Овал,33,LW5252_BW33_080,Magazin Urganch 2,Магазин Урганч,20.25,1.0,,,1.0,1.5,,,1.5
13417494,ROMA,ROMA,32,100X150,100,150,Овал,33,LW5252_BW33_080,Magazin Urganch,Магазин Урганч,20.25,1.0,,,1.0,1.5,,,1.5
13453894,ROMA,ROMA,32,100X150,100,150,Овал,33,LW5252_BW33_080,Magazin Urganch,Магазин Урганч,20.25,1.0,,,1.0,1.5,,,1.5
13453896,ROMA,ROMA,32,100X150,100,150,Овал,33,LW5252_BW33_080,Magazin Urganch 2,Магазин Урганч,20.25,1.0,,,1.0,1.5,,,1.5
13453979,ROMA,ROMA,32,100X150,100,150,Овал,33,LW5252_BW33_080,Magazin Toshkent (Sergeli),Магазин Тошкент (Сергели),21.0,1.0,,,1.0,1.5,,,1.5
13623482,ROMA,ROMA,32,100X150,100,150,Овал,33,LW5252_BW33_080,Magazin Jizzax,Магазин Жиззах,21.0,1.0,,,1.0,1.5,,,1.5
13683542,ROMA,ROMA,32,300X450,300,450,Прямоугольник,33,LW5252_BW33_103,Magazin Jizzax,Магазин Жиззах,189.0,1.0,,,1.0,13.5,,,13.5
13685676,ROMA,ROMA,32,300X450,300,450,Прямоугольник,33,LW5252_BW33_103,Magazin Jizzax,Магазин Жиззах,189.0,1.0,,,1.0,13.5,,,13.5
13711096,ROMA,ROMA,32,300X800,300,800,Прямоугольник,33,LW5252_BW33_110,Magazin Navoi (Karmana),Магазин Навоий (Кармана),336.0,1.0,,,1.0,24.0,,,24.0
13711968,ROMA,ROMA,32,300X800,300,800,Прямоугольник,33,LW5252_BW33_110,Magazin Navoi (Karmana),Магазин Навоий (Кармана),336.0,1.0,,,1.0,24.0,,,24.0
13683537,ROMA,ROMA,32,300X500,300,500,Овал,33,LW5252_BW33_116,Magazin Jizzax,Магазин Жиззах,210.0,1.0,,,1.0,15.0,,,15.0
13685660,ROMA,ROMA,32,300X500,300,500,Овал,33,LW5252_BW33_116,Magazin Jizzax,Магазин Жиззах,210.0,1.0,,,1.0,15.0,,,15.0
13683540,ROMA,ROMA,32,300X400,300,400,Овал,33,LW5252_BW33_117,Magazin Jizzax,Магазин Жиззах,168.0,1.0,,,1.0,12.0,,,12.0
13685665,ROMA,ROMA,32,300X400,300,400,Овал,33,LW5252_BW33_117,Magazin Jizzax,Магазин Жиззах,168.0,1.0,,,1.0,12.0,,,12.0
13414823,ROMA,ROMA,32,350X550,350,550,Прямоугольник,33,LW5252_BW33_118,Magazin Jomboy,Магазин Жомбой,269.5,1.0,,,1.0,19.25,,,19.25
13599308,ROMA,ROMA,32,350X450,350,450,Прямоугольник,33,LW5252_BW33_137,Magazin Jizzax,Магазин Жиззах,220.5,1.0,,,1.0,15.75,,,15.75
12880659,ROMA,ROMA,32,400X550,400,550,Прямоугольник,33,LW5252_BW33_140,SamExpress2,Магазин Самарканд,308.0,1.0,,,1.0,22.0,,,22.0
13411956,ROMA,ROMA,32,400X550,400,550,Прямоугольник,33,LW5252_BW33_140,Magazin Jomboy,Магазин Жомбой,308.0,1.0,,,1.0,22.0,,,22.0
14242494,ROMA,ROMA,32,400X550,400,550,Прямоугольник,33,LW5252_BW33_140,SamExpress2,Магазин Самарканд,308.0,1.0,,,1.0,22.0,,,22.0
14245663,ROMA,ROMA,32,350X350,350,350,Прямоугольник,33,LW5252_BW33_141,SamExpress2,Магазин Самарканд,171.5,1.0,,,1.0,12.25,,,12.25
14265473,ROMA,ROMA,32,350X350,350,350,Прямоугольник,33,LW5252_BW33_141,SamExpress2,Магазин Самарканд,171.5,1.0,,,1.0,12.25,,,12.25
13058237,ROMA,ROMA,32,250X2500,250,2500,Метражный,33,LW5252_BW33_184,Magazin Urganch,Магазин Урганч,82.5,2.2,,,2.2,5.5,,,5.5
13110376,ROMA,ROMA,32,250X2500,250,2500,Метражный,33,LW5252_BW33_184,Magazin Urganch,Магазин Урганч,172.5,4.6,,,4.6,11.5,,,11.5
13443039,ROMA,ROMA,32,250X2500,250,2500,Метражный,33,LW5252_BW33_184,Magazin Urganch,Магазин Урганч,82.88,2.21,,,2.21,5.525,,,5.525
13623205,ROMA,ROMA,32,250X2500,250,2500,Метражный,33,LW5252_BW33_184,Magazin Toshkent (Sergeli),Магазин Тошкент (Сергели),73.5,2.1,,,2.1,5.25,,,5.25
14235094,ROMA,ROMA,32,250X2500,250,2500,Метражный,33,LW5252_BW33_184,Magazin Toshkent (Sergeli),Магазин Тошкент (Сергели),373.45,10.67,,,10.67,26.675,,,26.675
14235885,ROMA,ROMA,32,250X2500,250,2500,Метражный,33,LW5252_BW33_184,Magazin Toshkent (Sergeli),Магазин Тошкент (Сергели),179.9,5.14,,,5.14,12.85,,,12.85
14245656,ROMA,ROMA,32,250X2500,250,2500,Метражный,33,LW5252_BW33_184,SamExpress1,Магазин Самарканд,10.5,0.3,,,0.3,0.75,,,0.75
14265466,ROMA,ROMA,32,250X2500,250,2500,Метражный,33,LW5252_BW33_184,SamExpress1,Магазин Самарканд,5.25,0.15,,,0.15,0.375,,,0.375
13867552,ROMA,ROMA,32,170X2500,170,2500,Метражный,33,LW5252_BW33_254,Magazin Navoi (Karmana),Магазин Навоий (Кармана),311.78,13.1,,,13.1,22.27,,,22.27
13870403,ROMA,ROMA,32,170X2500,170,2500,Метражный,33,LW5252_BW33_254,Magazin Navoi (Karmana),Магазин Навоий (Кармана),91.63,3.85,,,3.85,6.545,,,6.545
13685670,ROMA,ROMA,32,300X650,300,650,Прямоугольник,33,LW5252_BW33_278,Magazin Jizzax,Магазин Жиззах,273.0,1.0,,,1.0,19.5,,,19.5
14258623,ROMA,ROMA,32,175X2500,175,2500,Метражный,33,LW5252_BW33_279,SamExpress2,Магазин Самарканд,619.85,25.3,,,25.3,44.275,,,44.275
14259759,ROMA,ROMA,32,175X2500,175,2500,Метражный,33,LW5252_BW33_279,SamExpress2,Магазин Самарканд,602.7,24.6,,,24.6,43.05,,,43.05
13022475,ROMA,ROMA,32,450X600,450,600,Прямоугольник,33,LW5252_BW33_308,Magazin Jizzax,Магазин Жиззах,405.0,1.0,,,1.0,27.0,,,27.0
13414811,ROMA,ROMA,32,350X750,350,750,Прямоугольник,33,LW5252_BW33_340,Magazin Jizzax,Магазин Жиззах,354.38,1.0,,,1.0,26.25,,,26.25
14268469,ROMA.,ROMA.,32,400X500,400,500,Прямоугольник,33,LW5252_DT33_006,Magazin Navoi (Karmana),Магазин Навоий (Кармана),,1.0,,,1.0,20.0,,,20.0
14268470,ROMA.,ROMA.,32,400X500,400,500,Прямоугольник,33,LW5252_DT33_006,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,20.0,,,20.0
14284927,ROMA.,ROMA.,32,400X500,400,500,Прямоугольник,33,LW5252_DT33_006,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,20.0,,,20.0
14284930,ROMA.,ROMA.,32,400X500,400,500,Прямоугольник,33,LW5252_DT33_006,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,20.0,,,20.0
14287916,ROMA.,ROMA.,32,400X500,400,500,Прямоугольник,33,LW5252_DT33_006,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,20.0,,,20.0
14287917,ROMA.,ROMA.,32,400X500,400,500,Прямоугольник,33,LW5252_DT33_006,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,20.0,,,20.0
14273699,ROMA.,ROMA.,32,350X400,350,400,Прямоугольник,33,LW5252_DT33_008,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,14.0,,,14.0
14273700,ROMA.,ROMA.,32,350X400,350,400,Прямоугольник,33,LW5252_DT33_008,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,14.0,,,14.0
14273732,ROMA.,ROMA.,32,350X400,350,400,Прямоугольник,33,LW5252_DT33_008,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,14.0,,,14.0
14284921,ROMA.,ROMA.,32,350X400,350,400,Прямоугольник,33,LW5252_DT33_008,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,14.0,,,14.0
14268459,ROMA.,ROMA.,32,350X500,350,500,Прямоугольник,33,LW5252_DT33_009,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,17.5,,,17.5
14268462,ROMA.,ROMA.,32,350X500,350,500,Прямоугольник,33,LW5252_DT33_009,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,17.5,,,17.5
14268962,ROMA.,ROMA.,32,350X500,350,500,Прямоугольник,33,LW5252_DT33_009,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,17.5,,,17.5
14268964,ROMA.,ROMA.,32,350X500,350,500,Прямоугольник,33,LW5252_DT33_009,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,17.5,,,17.5
14268969,ROMA.,ROMA.,32,350X500,350,500,Прямоугольник,33,LW5252_DT33_009,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,17.5,,,17.5
14273687,ROMA.,ROMA.,32,350X500,350,500,Прямоугольник,33,LW5252_DT33_009,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,17.5,,,17.5
14273689,ROMA.,ROMA.,32,350X500,350,500,Прямоугольник,33,LW5252_DT33_009,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,17.5,,,17.5
14273690,ROMA.,ROMA.,32,350X500,350,500,Прямоугольник,33,LW5252_DT33_009,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,17.5,,,17.5
14273693,ROMA.,ROMA.,32,350X500,350,500,Прямоугольник,33,LW5252_DT33_009,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,17.5,,,17.5
14273715,ROMA.,ROMA.,32,350X500,350,500,Прямоугольник,33,LW5252_DT33_009,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,17.5,,,17.5
14273716,ROMA.,ROMA.,32,350X500,350,500,Прямоугольник,33,LW5252_DT33_009,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,17.5,,,17.5
14273718,ROMA.,ROMA.,32,350X500,350,500,Прямоугольник,33,LW5252_DT33_009,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,17.5,,,17.5
14273721,ROMA.,ROMA.,32,350X500,350,500,Прямоугольник,33,LW5252_DT33_009,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,17.5,,,17.5
14273725,ROMA.,ROMA.,32,350X500,350,500,Прямоугольник,33,LW5252_DT33_009,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,17.5,,,17.5
14284928,ROMA.,ROMA.,32,350X500,350,500,Прямоугольник,33,LW5252_DT33_009,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,17.5,,,17.5
14287929,ROMA.,ROMA.,32,350X500,350,500,Прямоугольник,33,LW5252_DT33_009,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,17.5,,,17.5
14287930,ROMA.,ROMA.,32,350X500,350,500,Прямоугольник,33,LW5252_DT33_009,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,17.5,,,17.5
14268474,ROMA.,ROMA.,32,350X600,350,600,Прямоугольник,33,LW5252_DT33_010,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,21.0,,,21.0
14268475,ROMA.,ROMA.,32,350X600,350,600,Прямоугольник,33,LW5252_DT33_010,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,21.0,,,21.0
14268476,ROMA.,ROMA.,32,350X600,350,600,Прямоугольник,33,LW5252_DT33_010,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,21.0,,,21.0
14268477,ROMA.,ROMA.,32,350X600,350,600,Прямоугольник,33,LW5252_DT33_010,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,21.0,,,21.0
14273730,ROMA.,ROMA.,32,350X600,350,600,Прямоугольник,33,LW5252_DT33_010,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,21.0,,,21.0
14284939,ROMA.,ROMA.,32,350X600,350,600,Прямоугольник,33,LW5252_DT33_010,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,21.0,,,21.0
14268464,ROMA.,ROMA.,32,350X700,350,700,Прямоугольник,33,LW5252_DT33_011,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,24.5,,,24.5
14268465,ROMA.,ROMA.,32,350X700,350,700,Прямоугольник,33,LW5252_DT33_011,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,24.5,,,24.5
14268466,ROMA.,ROMA.,32,350X700,350,700,Прямоугольник,33,LW5252_DT33_011,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,24.5,,,24.5
14268975,ROMA.,ROMA.,32,350X700,350,700,Прямоугольник,33,LW5252_DT33_011,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,24.5,,,24.5
14273703,ROMA.,ROMA.,32,350X700,350,700,Прямоугольник,33,LW5252_DT33_011,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,24.5,,,24.5
14273734,ROMA.,ROMA.,32,350X700,350,700,Прямоугольник,33,LW5252_DT33_011,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,24.5,,,24.5
14273735,ROMA.,ROMA.,32,350X700,350,700,Прямоугольник,33,LW5252_DT33_011,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,24.5,,,24.5
14284943,ROMA.,ROMA.,32,350X700,350,700,Прямоугольник,33,LW5252_DT33_011,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,24.5,,,24.5
14284946,ROMA.,ROMA.,32,350X700,350,700,Прямоугольник,33,LW5252_DT33_011,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,24.5,,,24.5
14287937,ROMA.,ROMA.,32,350X700,350,700,Прямоугольник,33,LW5252_DT33_011,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,24.5,,,24.5
14287939,ROMA.,ROMA.,32,350X700,350,700,Прямоугольник,33,LW5252_DT33_011,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,24.5,,,24.5
14273683,ROMA.,ROMA.,32,350X800,350,800,Прямоугольник,33,LW5252_DT33_012,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,28.0,,,28.0
14273684,ROMA.,ROMA.,32,350X800,350,800,Прямоугольник,33,LW5252_DT33_012,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,28.0,,,28.0
14273713,ROMA.,ROMA.,32,350X800,350,800,Прямоугольник,33,LW5252_DT33_012,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,28.0,,,28.0
14273714,ROMA.,ROMA.,32,350X800,350,800,Прямоугольник,33,LW5252_DT33_012,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,28.0,,,28.0
14284949,ROMA.,ROMA.,32,350X800,350,800,Прямоугольник,33,LW5252_DT33_012,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,28.0,,,28.0
14287941,ROMA.,ROMA.,32,350X800,350,800,Прямоугольник,33,LW5252_DT33_012,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,28.0,,,28.0
14284925,ROMA.,ROMA.,32,300X400,300,400,Прямоугольник,33,LW5252_DT33_015,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,12.0,,,12.0
14284945,ROMA.,ROMA.,32,300X400,300,400,Прямоугольник,33,LW5252_DT33_015,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,12.0,,,12.0
14287942,ROMA.,ROMA.,32,300X400,300,400,Прямоугольник,33,LW5252_DT33_015,Magazin Navoi (Karmana),Магазин Навоий (Кармана),,1.0,,,1.0,12.0,,,12.0
14287958,ROMA.,ROMA.,32,300X400,300,400,Прямоугольник,33,LW5252_DT33_015,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,12.0,,,12.0
14284929,ROMA.,ROMA.,32,300X500,300,500,Прямоугольник,33,LW5252_DT33_016,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,15.0,,,15.0
14284942,ROMA.,ROMA.,32,300X600,300,600,Прямоугольник,33,LW5252_DT33_018,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,18.0,,,18.0
14287961,ROMA.,ROMA.,32,300X600,300,600,Прямоугольник,33,LW5252_DT33_018,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,18.0,,,18.0
14287962,ROMA.,ROMA.,32,300X600,300,600,Прямоугольник,33,LW5252_DT33_018,Magazin Bekobod,Магазин Бекобод,,1.0,,,1.0,18.0,,,18.0
12684555,ROMA,ROMA,32,350X500,350,500,Прямоугольник,31,LW5253_BW31_009,SamExpress2,Магазин Самарканд,245.0,1.0,,,1.0,17.5,,,17.5
12687709,ROMA,ROMA,32,350X500,350,500,Прямоугольник,31,LW5253_BW31_009,SamExpress2,Магазин Самарканд,280.0,1.0,,,1.0,17.5,,,17.5
12688435,ROMA,ROMA,32,350X500,350,500,Прямоугольник,31,LW5253_BW31_009,Magazin Bekobod,Магазин Бекобод,280.0,1.0,,,1.0,17.5,,,17.5
12695522,ROMA,ROMA,32,350X500,350,500,Прямоугольник,31,LW5253_BW31_009,SamExpress3,Магазин Самарканд,245.0,1.0,,,1.0,17.5,,,17.5
12695549,ROMA,ROMA,32,350X500,350,500,Прямоугольник,31,LW5253_BW31_009,SamExpress3,Магазин Самарканд,245.0,1.0,,,1.0,17.5,,,17.5
12684559,ROMA,ROMA,32,350X600,350,600,Прямоугольник,31,LW5253_BW31_010,SamExpress2,Магазин Самарканд,294.0,1.0,,,1.0,21.0,,,21.0
12687712,ROMA,ROMA,32,350X600,350,600,Прямоугольник,31,LW5253_BW31_010,SamExpress2,Магазин Самарканд,336.0,1.0,,,1.0,21.0,,,21.0
12688440,ROMA,ROMA,32,350X600,350,600,Прямоугольник,31,LW5253_BW31_010,Magazin Xiva,Магазин Хива,336.0,1.0,,,1.0,21.0,,,21.0
12684552,ROMA,ROMA,32,300X400,300,400,Прямоугольник,31,LW5253_BW31_015,Magazin Bekobod,Магазин Бекобод,192.0,1.0,,,1.0,12.0,,,12.0
