Серия,Имя коллекции,Имя коллекции.1,Бедро,Размер,Ширина,Длина,Тип изделия,Цвет,ID (на сайте),Склад,Склад.1,Себестоимость,Начальный остаток,Приход,Расход,Конечный остаток,Начальный остаток м2,Приход м2,Расход м2,Конечный остаток м2
23555,DIADORA_B,DIADORA,40,250X350,250,350,Прямоугольник,99,#Н9999_BB99_021,Magazin Jomboy,Магазин Жомбой,43.75,1.0,,,1.0,8.75,,,8.75
23554,DIADORA_B,DIADORA,40,250X250,250,250,Прямоугольник,99,#Н9999_BB99_180,Magazin Jomboy,Магазин Жомбой,125.0,4.0,,,4.0,25.0,,,25.0
12719,MODERN_K,MODERN,32,100X10000,100,10000,Метражный,99,0_0K_YYY,SamExpress1,Магазин Самарканд,45.44,5.68,,,5.68,5.68,,,5.68
12719,MODERN_K,MODERN,32,100X10000,100,10000,Метражный,99,0_0K_YYY,SamExpress2,Магазин Самарканд,324.32,40.54,,,40.54,40.54,,,40.54
22970,MODERN_K,MODERN,32,100X10000,100,10000,Метражный,99,0_0KK_YYY,Magazin Xiva,Магазин Хива,6.56,0.82,,,0.82,0.82,,,0.82
23720,MODERN_K,MODERN,32,100X10000,100,10000,Метражный,99,0_0KK_YYY,Magazin Jomboy,Магазин Жомбой,,48.1,,,48.1,48.1,,,48.1
7075,MODERN_K,MODERN,32,100X10000,100,10000,Метражный,99,0_0KK_YYY,SamExpress1,Магазин Самарканд,756.03,94.504,,,94.504,94.504,,,94.504
8904,MODERN_K,MODERN,32,100X10000,100,10000,Метражный,99,0_0KK_YYY,Magazin Jizzax,Магазин Жиззах,1500.63,187.579,,,187.579,187.579,,,187.579
9387,MODERN_K,MODERN,32,100X10000,100,10000,Метражный,99,0_0KK_YYY,Magazin Termiz,Магазин Термез,747.4,93.425,,,93.425,93.425,,,93.425
19378,MODERN_K,MODERN,32,100X10000,100,10000,Метражный,99,00_00KK_YYY,SamExpress Gelion,Магазин Самарканд (Гелион),213.88,26.735,,,26.735,26.735,,,26.735
20298,MODERN_K,MODERN,32,100X10000,100,10000,Метражный,99,00_00KK_YYY,Magazin Nukus,Магазин Нукус,422.72,52.84,,,52.84,52.84,,,52.84
12186546,MODERN_M,MODERN,32,250X500,250,500,Прямоугольник,52,005501_MM52_024,SamExpress2,Магазин Самарканд (Ярмарка),87.5,1.0,,,1.0,12.5,,,12.5
11951301,MODERN_M,MODERN,32,200X300,200,300,Прямоугольник,52,005501_MM52_028,SamExpress2,Магазин Самарканд (Ярмарка),42.0,1.0,,,1.0,6.0,,,6.0
11941524,MODERN_M,MODERN,32,250X350,250,350,Овал,65,005502_MM65_063,SamExpress2,Магазин Самарканд (Ярмарка),61.25,1.0,,,1.0,8.75,,,8.75
12115838,MODERN_M,MODERN,32,250X350,250,350,Овал,65,005502_MM65_063,SamExpress2,Магазин Самарканд (Ярмарка),61.25,1.0,,,1.0,8.75,,,8.75
12125123,MODERN_M,MODERN,32,250X350,250,350,Овал,65,005502_MM65_063,SamExpress2,Магазин Самарканд (Ярмарка),61.25,1.0,,,1.0,8.75,,,8.75
12125178,MODERN_M,MODERN,32,250X350,250,350,Овал,65,005502_MM65_063,SamExpress2,Магазин Самарканд (Ярмарка),61.25,1.0,,,1.0,8.75,,,8.75
11967393,MODERN_M,MODERN,32,300X300,300,300,Овал,65,005502_MM65_119,SamExpress2,Магазин Самарканд (Ярмарка),63.0,1.0,,,1.0,9.0,,,9.0
11968409,MODERN_M,MODERN,32,250X250,250,250,Овал,65,005502_MM65_181,SamExpress2,Магазин Самарканд (Ярмарка),43.75,1.0,,,1.0,6.25,,,6.25
11968415,MODERN_M,MODERN,32,250X250,250,250,Овал,65,005502_MM65_181,SamExpress1,Магазин Самарканд (Ярмарка),43.75,1.0,,,1.0,6.25,,,6.25
12114235,MODERN_M,MODERN,32,250X250,250,250,Овал,65,005502_MM65_181,SamExpress1,Магазин Самарканд (Ярмарка),43.75,1.0,,,1.0,6.25,,,6.25
12125135,MODERN_M,MODERN,32,250X350,250,350,Прямоугольник,68,005503_MM68_021,SamExpress2,Магазин Самарканд (Ярмарка),61.25,1.0,,,1.0,8.75,,,8.75
12127469,MODERN_M,MODERN,32,200X400,200,400,Прямоугольник,68,005503_MM68_030,SamExpress2,Магазин Самарканд (Ярмарка),56.0,1.0,,,1.0,8.0,,,8.0
13354218,MODERN_M,MODERN,32,300X2500,300,2500,Метражный,86,005504_MM86_105,SamExpress1,Магазин Самарканд (Ярмарка),33.81,1.61,,,1.61,4.83,,,4.83
11730706,MODERN_M,MODERN,32,250X250,250,250,Овал,53,005506_MM53_181,SamExpress2,Магазин Самарканд (Ярмарка),43.75,1.0,,,1.0,6.25,,,6.25
11730728,MODERN_M,MODERN,32,250X250,250,250,Овал,53,005506_MM53_181,SamExpress1,Магазин Самарканд (Ярмарка),43.75,1.0,,,1.0,6.25,,,6.25
12194423,MODERN_M,MODERN,32,250X500,250,500,Прямоугольник,27,005507_MM27_024,SamExpress2,Магазин Самарканд (Ярмарка),87.5,1.0,,,1.0,12.5,,,12.5
11671393,MODERN_M,MODERN,32,250X300,250,300,Овал,32,005508_MM32_065,SamExpress2,Магазин Самарканд (Ярмарка),52.5,1.0,,,1.0,7.5,,,7.5
11748207,MODERN_M,MODERN,32,300X300,300,300,Овал,32,005508_MM32_119,SamExpress2,Магазин Самарканд (Ярмарка),63.0,1.0,,,1.0,9.0,,,9.0
12186041,MODERN_M,MODERN,32,250X500,250,500,Прямоугольник,86,005508_MM86_024,SamExpress2,Магазин Самарканд (Ярмарка),87.5,1.0,,,1.0,12.5,,,12.5
11866390,MODERN_M,MODERN,32,150X150,150,150,Прямоугольник,86,005508_MM86_033,SamExpress2,Магазин Самарканд (Ярмарка),15.75,1.0,,,1.0,2.25,,,2.25
11783539,MODERN_M,MODERN,32,250X500,250,500,Прямоугольник,26,005509_MM26_024,SamExpress2,Магазин Самарканд (Ярмарка),87.5,1.0,,,1.0,12.5,,,12.5
12176216,MODERN_M,MODERN,32,150X230,150,230,Прямоугольник,26,005509_MM26_034,SamExpress2,Магазин Самарканд (Ярмарка),24.15,1.0,,,1.0,3.45,,,3.45
12217857,MODERN_M,MODERN,32,150X230,150,230,Прямоугольник,26,005509_MM26_034,SamExpress2,Магазин Самарканд (Ярмарка),24.15,1.0,,,1.0,3.45,,,3.45
11638500,MODERN_M,MODERN,32,150X230,150,230,Прямоугольник,76,005510_MM76_034,SamExpress2,Магазин Самарканд (Ярмарка),24.15,1.0,,,1.0,3.45,,,3.45
11699933,MODERN_M,MODERN,32,150X300,150,300,Овал,16,005516_MM16_075,SamExpress2,Магазин Самарканд (Ярмарка),31.5,1.0,,,1.0,4.5,,,4.5
11640840,MODERN_M,MODERN,32,100X200,100,200,Прямоугольник,67,005516_MM67_040,SamExpress2,Магазин Самарканд (Ярмарка),14.0,1.0,,,1.0,2.0,,,2.0
12792020,MODERN_M,MODERN,32,250X350,250,350,Прямоугольник,63,005536_MM63_021,SamExpress2,Магазин Самарканд (Ярмарка),61.25,1.0,,,1.0,8.75,,,8.75
12791830,MODERN_M,MODERN,32,250X450,250,450,Прямоугольник,63,005536_MM63_023,SamExpress2,Магазин Самарканд (Ярмарка),78.75,1.0,,,1.0,11.25,,,11.25
12644677,MODERN_M,MODERN,32,250X500,250,500,Прямоугольник,86,005540_MM86_024,SamExpress2,Магазин Самарканд (Ярмарка),87.5,1.0,,,1.0,12.5,,,12.5
12792047,MODERN_M,MODERN,32,250X350,250,350,Прямоугольник,81,005546_MM81_021,SamExpress2,Магазин Самарканд (Ярмарка),61.25,1.0,,,1.0,8.75,,,8.75
12801613,MODERN_M,MODERN,32,200X300,200,300,Прямоугольник,81,005546_MM81_028,SamExpress2,Магазин Самарканд (Ярмарка),42.0,1.0,,,1.0,6.0,,,6.0
13230436,MODERN_M,MODERN,32,250X500,250,500,Прямоугольник,82,005546_MM82_024,SamExpress2,Магазин Самарканд (Ярмарка),87.5,1.0,,,1.0,12.5,,,12.5
13251333,MODERN_M,MODERN,32,250X500,250,500,Прямоугольник,82,005546_MM82_024,SamExpress2,Магазин Самарканд (Ярмарка),87.5,1.0,,,1.0,12.5,,,12.5
12626729,MODERN_M,MODERN,32,250X350,250,350,Прямоугольник,56,005553_MM56_021,SamExpress2,Магазин Самарканд (Ярмарка),61.25,1.0,,,1.0,8.75,,,8.75
12263873,MODERN_M,MODERN,32,100X200,100,200,Овал,86,005554_MM86_079,SamExpress2,Магазин Самарканд (Ярмарка),14.0,1.0,,,1.0,2.0,,,2.0
13318182,MODERN_M,MODERN,32,200X300,200,300,Прямоугольник,68,005559_MM68_028,SamExpress2,Магазин Самарканд (Ярмарка),42.0,1.0,,,1.0,6.0,,,6.0
11853854,MODERN_M,MODERN,32,250X400,250,400,Прямоугольник,15,006533_MM15_022,SamExpress2,Магазин Самарканд (Ярмарка),70.0,1.0,,,1.0,10.0,,,10.0
11865864,MODERN_M,MODERN,32,150X150,150,150,Прямоугольник,15,006533_MM15_033,SamExpress2,Магазин Самарканд (Ярмарка),15.75,1.0,,,1.0,2.25,,,2.25
11866392,MODERN_M,MODERN,32,150X150,150,150,Прямоугольник,15,006533_MM15_033,SamExpress2,Магазин Самарканд (Ярмарка),15.75,1.0,,,1.0,2.25,,,2.25
12590484,MODERN_M,MODERN,32,250X350,250,350,Прямоугольник,62,008515_MM62_021,SamExpress2,Магазин Самарканд (Ярмарка),61.25,1.0,,,1.0,8.75,,,8.75
12590537,MODERN_M,MODERN,32,250X350,250,350,Прямоугольник,62,008515_MM62_021,SamExpress1,Магазин Самарканд (Ярмарка),61.25,1.0,,,1.0,8.75,,,8.75
12590487,MODERN_M,MODERN,32,250X400,250,400,Прямоугольник,62,008515_MM62_022,SamExpress2,Магазин Самарканд (Ярмарка),70.0,1.0,,,1.0,10.0,,,10.0
12590539,MODERN_M,MODERN,32,250X500,250,500,Прямоугольник,62,008515_MM62_024,SamExpress2,Магазин Самарканд (Ярмарка),87.5,1.0,,,1.0,12.5,,,12.5
12541550,MODERN_M,MODERN,32,200X300,200,300,Прямоугольник,63,009537_MM63_028,SamExpress2,Магазин Самарканд (Ярмарка),42.0,1.0,,,1.0,6.0,,,6.0
12590495,MODERN_M,MODERN,32,250X350,250,350,Прямоугольник,86,009544_MM86_021,SamExpress2,Магазин Самарканд (Ярмарка),61.25,1.0,,,1.0,8.75,,,8.75
12590502,MODERN_M,MODERN,32,250X350,250,350,Прямоугольник,86,009572_MM86_021,SamExpress2,Магазин Самарканд (Ярмарка),61.25,1.0,,,1.0,8.75,,,8.75
13870286,MODERN_M,MODERN,32,300X2500,300,2500,Метражный,85,009592_MM85_105,SamExpress2,Магазин Самарканд (Ярмарка),189.0,9.0,,,9.0,27.0,,,27.0
13884142,MODERN_M,MODERN,32,300X2500,300,2500,Метражный,85,009592_MM85_105,SamExpress2,Магазин Самарканд (Ярмарка),184.8,8.8,,,8.8,26.4,,,26.4
13843307,MODERN_M,MODERN,32,350X2500,350,2500,Метражный,62,009596_MM62_188,SamExpress2,Магазин Самарканд (Ярмарка),159.25,6.5,,,6.5,22.75,,,22.75
23213,MODERN_M,MODERN,32,300X300,300,300,Прямоугольник,99,009999_MM99_014,SamExpress2,Магазин Самарканд (Ярмарка),63.0,1.0,,,1.0,9.0,,,9.0
23212,MODERN_M,MODERN,32,250X350,250,350,Прямоугольник,99,009999_MM99_021,SamExpress2,Магазин Самарканд (Ярмарка),61.25,1.0,,,1.0,8.75,,,8.75
23095,MODERN_M,MODERN,32,80X2500,80,2500,Метражный,99,009999_MM99_052,SamExpress2,Магазин Самарканд (Ярмарка),1107.68,197.8,,,197.8,158.24,,,158.24
23093,MODERN_M,MODERN,32,100X2500,100,2500,Метражный,99,009999_MM99_053,SamExpress2,Магазин Самарканд (Ярмарка),296.8,42.4,,,42.4,42.4,,,42.4
23094,MODERN_M,MODERN,32,120X2500,120,2500,Метражный,99,009999_MM99_055,SamExpress2,Магазин Самарканд (Ярмарка),138.6,16.5,,,16.5,19.8,,,19.8
23214,MODERN_M,MODERN,32,250X250,250,250,Прямоугольник,99,009999_MM99_180,SamExpress2,Магазин Самарканд (Ярмарка),43.75,1.0,,,1.0,6.25,,,6.25
11180353,REFLEX_M,REFLEKS,40,150X230,150,230,Прямоугольник,42,015903_MM42_034,SamExpress2,Магазин Самарканд (Ярмарка),29.33,1.0,,,1.0,3.45,,,3.45
11172146,REFLEX_M,REFLEKS,40,100X150,100,150,Прямоугольник,42,015903_MM42_039,SamExpress1,Магазин Самарканд (Ярмарка),12.75,1.0,,,1.0,1.5,,,1.5
11172070,REFLEX_M,REFLEKS,40,100X200,100,200,Прямоугольник,42,015903_MM42_040,SamExpress2,Магазин Самарканд (Ярмарка),17.0,1.0,,,1.0,2.0,,,2.0
11172138,REFLEX_M,REFLEKS,40,100X200,100,200,Прямоугольник,42,015903_MM42_040,SamExpress2,Магазин Самарканд (Ярмарка),17.0,1.0,,,1.0,2.0,,,2.0
11181216,REFLEX_M,REFLEKS,40,250X350,250,350,Овал,42,015903_MM42_063,SamExpress2,Магазин Самарканд (Ярмарка),74.38,1.0,,,1.0,8.75,,,8.75
11189952,REFLEX_M,REFLEKS,40,150X230,150,230,Овал,42,015903_MM42_076,SamExpress2,Магазин Самарканд (Ярмарка),29.33,1.0,,,1.0,3.45,,,3.45
11166780,REFLEX_M,REFLEKS,40,300X300,300,300,Овал,42,015903_MM42_119,Magazin Termiz,Магазин Термез,76.5,1.0,,,1.0,9.0,,,9.0
11335536,REFLEX_M,REFLEKS,40,150X230,150,230,Прямоугольник,47,015903_MM47_034,SamExpress2,Магазин Самарканд (Ярмарка),29.33,1.0,,,1.0,3.45,,,3.45
11338184,REFLEX_M,REFLEKS,40,300X300,300,300,Овал,47,015903_MM47_119,SamExpress2,Магазин Самарканд (Ярмарка),76.5,1.0,,,1.0,9.0,,,9.0
11338248,REFLEX_M,REFLEKS,40,300X300,300,300,Овал,47,015903_MM47_119,SamExpress2,Магазин Самарканд (Ярмарка),76.5,1.0,,,1.0,9.0,,,9.0
11199539,REFLEX_M,REFLEKS,40,200X300,200,300,Прямоугольник,54,015904_MM54_028,SamExpress2,Магазин Самарканд (Ярмарка),51.0,1.0,,,1.0,6.0,,,6.0
11189949,REFLEX_M,REFLEKS,40,150X230,150,230,Прямоугольник,54,015904_MM54_034,SamExpress1,Магазин Самарканд (Ярмарка),29.33,1.0,,,1.0,3.45,,,3.45
11746670,REFLEX_M,REFLEKS,40,150X230,150,230,Прямоугольник,54,015904_MM54_034,SamExpress2,Магазин Самарканд (Ярмарка),29.33,1.0,,,1.0,3.45,,,3.45
11192121,REFLEX_M,REFLEKS,40,100X150,100,150,Прямоугольник,54,015904_MM54_039,SamExpress2,Магазин Самарканд (Ярмарка),12.75,1.0,,,1.0,1.5,,,1.5
10651585,REFLEX_M,REFLEKS,40,100X200,100,200,Прямоугольник,54,015904_MM54_040,SamExpress2,Магазин Самарканд (Ярмарка),17.0,1.0,,,1.0,2.0,,,2.0
10651586,REFLEX_M,REFLEKS,40,100X200,100,200,Прямоугольник,54,015904_MM54_040,SamExpress2,Магазин Самарканд (Ярмарка),17.0,1.0,,,1.0,2.0,,,2.0
10651628,REFLEX_M,REFLEKS,40,100X200,100,200,Прямоугольник,54,015904_MM54_040,SamExpress2,Магазин Самарканд (Ярмарка),17.0,1.0,,,1.0,2.0,,,2.0
11172943,REFLEX_M,REFLEKS,40,100X200,100,200,Прямоугольник,54,015904_MM54_040,SamExpress2,Магазин Самарканд (Ярмарка),17.0,1.0,,,1.0,2.0,,,2.0
10697395,REFLEX_M,REFLEKS,40,250X350,250,350,Прямоугольник,54,015905_MM54_021,SamExpress2,Магазин Самарканд (Ярмарка),74.38,1.0,,,1.0,8.75,,,8.75
10651634,REFLEX_M,REFLEKS,40,100X200,100,200,Прямоугольник,54,015905_MM54_040,SamExpress2,Магазин Самарканд (Ярмарка),17.0,1.0,,,1.0,2.0,,,2.0
10651635,REFLEX_M,REFLEKS,40,100X200,100,200,Прямоугольник,54,015905_MM54_040,SamExpress2,Магазин Самарканд (Ярмарка),17.0,1.0,,,1.0,2.0,,,2.0
10387881,REFLEX_M,REFLEKS,40,250X500,250,500,Прямоугольник,56,015905_MM56_024,SamExpress2,Магазин Самарканд (Ярмарка),106.25,1.0,,,1.0,12.5,,,12.5
10834318,REFLEX_M,REFLEKS,40,250X500,250,500,Прямоугольник,56,015905_MM56_024,SamExpress2,Магазин Самарканд (Ярмарка),106.25,1.0,,,1.0,12.5,,,12.5
10740963,REFLEX_M,REFLEKS,40,200X200,200,200,Прямоугольник,56,015905_MM56_026,SamExpress2,Магазин Самарканд (Ярмарка),34.0,1.0,,,1.0,4.0,,,4.0
10741206,REFLEX_M,REFLEKS,40,200X200,200,200,Прямоугольник,56,015905_MM56_026,SamExpress2,Магазин Самарканд (Ярмарка),34.0,1.0,,,1.0,4.0,,,4.0
10741208,REFLEX_M,REFLEKS,40,200X200,200,200,Прямоугольник,56,015905_MM56_026,SamExpress2,Магазин Самарканд (Ярмарка),34.0,1.0,,,1.0,4.0,,,4.0
10755262,REFLEX_M,REFLEKS,40,200X200,200,200,Прямоугольник,56,015905_MM56_026,SamExpress2,Магазин Самарканд (Ярмарка),34.0,1.0,,,1.0,4.0,,,4.0
10755263,REFLEX_M,REFLEKS,40,200X200,200,200,Прямоугольник,56,015905_MM56_026,SamExpress2,Магазин Самарканд (Ярмарка),34.0,1.0,,,1.0,4.0,,,4.0
10854753,REFLEX_M,REFLEKS,40,200X300,200,300,Прямоугольник,56,015905_MM56_028,SamExpress2,Магазин Самарканд (Ярмарка),51.0,1.0,,,1.0,6.0,,,6.0
10742105,REFLEX_M,REFLEKS,40,150X150,150,150,Прямоугольник,56,015905_MM56_033,SamExpress2,Магазин Самарканд (Ярмарка),19.13,1.0,,,1.0,2.25,,,2.25
10755217,REFLEX_M,REFLEKS,40,150X150,150,150,Прямоугольник,56,015905_MM56_033,SamExpress2,Магазин Самарканд (Ярмарка),19.13,1.0,,,1.0,2.25,,,2.25
10755250,REFLEX_M,REFLEKS,40,150X150,150,150,Прямоугольник,56,015905_MM56_033,SamExpress2,Магазин Самарканд (Ярмарка),19.13,1.0,,,1.0,2.25,,,2.25
10854290,REFLEX_M,REFLEKS,40,150X150,150,150,Прямоугольник,56,015905_MM56_033,SamExpress2,Магазин Самарканд (Ярмарка),19.13,1.0,,,1.0,2.25,,,2.25
10854294,REFLEX_M,REFLEKS,40,150X150,150,150,Прямоугольник,56,015905_MM56_033,SamExpress2,Магазин Самарканд (Ярмарка),19.13,1.0,,,1.0,2.25,,,2.25
10854338,REFLEX_M,REFLEKS,40,150X150,150,150,Прямоугольник,56,015905_MM56_033,SamExpress2,Магазин Самарканд (Ярмарка),19.13,1.0,,,1.0,2.25,,,2.25
10854342,REFLEX_M,REFLEKS,40,150X150,150,150,Прямоугольник,56,015905_MM56_033,SamExpress2,Магазин Самарканд (Ярмарка),19.13,1.0,,,1.0,2.25,,,2.25
10436799,REFLEX_M,REFLEKS,40,150X230,150,230,Прямоугольник,56,015905_MM56_034,SamExpress2,Магазин Самарканд (Ярмарка),29.33,1.0,,,1.0,3.45,,,3.45
10850507,REFLEX_M,REFLEKS,40,150X230,150,230,Прямоугольник,56,015905_MM56_034,SamExpress2,Магазин Самарканд (Ярмарка),29.33,1.0,,,1.0,3.45,,,3.45
10854296,REFLEX_M,REFLEKS,40,150X230,150,230,Прямоугольник,56,015905_MM56_034,SamExpress2,Магазин Самарканд (Ярмарка),29.33,1.0,,,1.0,3.45,,,3.45
10854344,REFLEX_M,REFLEKS,40,150X230,150,230,Прямоугольник,56,015905_MM56_034,SamExpress2,Магазин Самарканд (Ярмарка),29.33,1.0,,,1.0,3.45,,,3.45
10854346,REFLEX_M,REFLEKS,40,150X230,150,230,Прямоугольник,56,015905_MM56_034,SamExpress2,Магазин Самарканд (Ярмарка),29.33,1.0,,,1.0,3.45,,,3.45
10857907,REFLEX_M,REFLEKS,40,100X100,100,100,Прямоугольник,56,015905_MM56_038,SamExpress2,Магазин Самарканд (Ярмарка),8.5,1.0,,,1.0,1.0,,,1.0
10857968,REFLEX_M,REFLEKS,40,100X100,100,100,Прямоугольник,56,015905_MM56_038,SamExpress2,Магазин Самарканд (Ярмарка),8.5,1.0,,,1.0,1.0,,,1.0
11299289,REFLEX_M,REFLEKS,40,100X150,100,150,Прямоугольник,56,015905_MM56_039,SamExpress2,Магазин Самарканд (Ярмарка),12.75,1.0,,,1.0,1.5,,,1.5
10734519,REFLEX_M,REFLEKS,40,250X350,250,350,Овал,56,015905_MM56_063,Magazin Termiz,Магазин Термез,74.38,1.0,,,1.0,8.75,,,8.75
10734689,REFLEX_M,REFLEKS,40,250X350,250,350,Овал,56,015905_MM56_063,SamExpress2,Магазин Самарканд (Ярмарка),74.38,1.0,,,1.0,8.75,,,8.75
10743440,REFLEX_M,REFLEKS,40,250X350,250,350,Овал,56,015905_MM56_063,SamExpress2,Магазин Самарканд (Ярмарка),74.38,1.0,,,1.0,8.75,,,8.75
10864496,REFLEX_M,REFLEKS,40,250X350,250,350,Овал,56,015905_MM56_063,SamExpress2,Магазин Самарканд (Ярмарка),74.38,1.0,,,1.0,8.75,,,8.75
10740971,REFLEX_M,REFLEKS,40,200X200,200,200,Овал,56,015905_MM56_066,SamExpress2,Магазин Самарканд (Ярмарка),34.0,1.0,,,1.0,4.0,,,4.0
10741197,REFLEX_M,REFLEKS,40,200X200,200,200,Овал,56,015905_MM56_066,SamExpress2,Магазин Самарканд (Ярмарка),34.0,1.0,,,1.0,4.0,,,4.0
10755247,REFLEX_M,REFLEKS,40,200X200,200,200,Овал,56,015905_MM56_066,SamExpress2,Магазин Самарканд (Ярмарка),34.0,1.0,,,1.0,4.0,,,4.0
10755280,REFLEX_M,REFLEKS,40,200X200,200,200,Овал,56,015905_MM56_066,SamExpress2,Магазин Самарканд (Ярмарка),34.0,1.0,,,1.0,4.0,,,4.0
10755792,REFLEX_M,REFLEKS,40,200X200,200,200,Овал,56,015905_MM56_066,SamExpress2,Магазин Самарканд (Ярмарка),34.0,1.0,,,1.0,4.0,,,4.0
10854398,REFLEX_M,REFLEKS,40,200X200,200,200,Овал,56,015905_MM56_066,SamExpress2,Магазин Самарканд (Ярмарка),34.0,1.0,,,1.0,4.0,,,4.0
10854399,REFLEX_M,REFLEKS,40,200X200,200,200,Овал,56,015905_MM56_066,SamExpress2,Магазин Самарканд (Ярмарка),34.0,1.0,,,1.0,4.0,,,4.0
10741196,REFLEX_M,REFLEKS,40,200X300,200,300,Овал,56,015905_MM56_068,SamExpress2,Магазин Самарканд (Ярмарка),51.0,1.0,,,1.0,6.0,,,6.0
10755281,REFLEX_M,REFLEKS,40,200X300,200,300,Овал,56,015905_MM56_068,Market place,Маркет плейс (Сергели),51.0,1.0,,,1.0,6.0,,,6.0
10755791,REFLEX_M,REFLEKS,40,200X300,200,300,Овал,56,015905_MM56_068,Market place,Маркет плейс (Сергели),51.0,1.0,,,1.0,6.0,,,6.0
10755590,REFLEX_M,REFLEKS,40,150X230,150,230,Овал,56,015905_MM56_076,SamExpress2,Магазин Самарканд (Ярмарка),29.33,1.0,,,1.0,3.45,,,3.45
10867975,REFLEX_M,REFLEKS,40,150X230,150,230,Овал,56,015905_MM56_076,SamExpress2,Магазин Самарканд (Ярмарка),29.33,1.0,,,1.0,3.45,,,3.45
10739160,REFLEX_M,REFLEKS,40,100X200,100,200,Овал,56,015905_MM56_079,SamExpress2,Магазин Самарканд (Ярмарка),17.0,1.0,,,1.0,2.0,,,2.0
10739390,REFLEX_M,REFLEKS,40,100X200,100,200,Овал,56,015905_MM56_079,SamExpress2,Магазин Самарканд (Ярмарка),17.0,1.0,,,1.0,2.0,,,2.0
10857932,REFLEX_M,REFLEKS,40,100X200,100,200,Овал,56,015905_MM56_079,SamExpress2,Магазин Самарканд (Ярмарка),17.0,1.0,,,1.0,2.0,,,2.0
10755783,REFLEX_M,REFLEKS,40,150X150,150,150,Овал,56,015905_MM56_090,SamExpress2,Магазин Самарканд (Ярмарка),19.13,1.0,,,1.0,2.25,,,2.25
10854333,REFLEX_M,REFLEKS,40,150X150,150,150,Овал,56,015905_MM56_090,SamExpress2,Магазин Самарканд (Ярмарка),19.13,1.0,,,1.0,2.25,,,2.25
10863697,REFLEX_M,REFLEKS,40,150X150,150,150,Овал,56,015905_MM56_090,SamExpress2,Магазин Самарканд (Ярмарка),19.13,1.0,,,1.0,2.25,,,2.25
10863814,REFLEX_M,REFLEKS,40,150X150,150,150,Овал,56,015905_MM56_090,SamExpress2,Магазин Самарканд (Ярмарка),19.13,1.0,,,1.0,2.25,,,2.25
10864537,REFLEX_M,REFLEKS,40,150X150,150,150,Овал,56,015905_MM56_090,SamExpress2,Магазин Самарканд (Ярмарка),19.13,1.0,,,1.0,2.25,,,2.25
10864577,REFLEX_M,REFLEKS,40,150X150,150,150,Овал,56,015905_MM56_090,SamExpress2,Магазин Самарканд (Ярмарка),19.13,1.0,,,1.0,2.25,,,2.25
10737740,REFLEX_M,REFLEKS,40,300X300,300,300,Овал,56,015905_MM56_119,SamExpress2,Магазин Самарканд (Ярмарка),76.5,1.0,,,1.0,9.0,,,9.0
10737791,REFLEX_M,REFLEKS,40,300X300,300,300,Овал,56,015905_MM56_119,SamExpress2,Магазин Самарканд (Ярмарка),76.5,1.0,,,1.0,9.0,,,9.0
10739150,REFLEX_M,REFLEKS,40,300X300,300,300,Овал,56,015905_MM56_119,SamExpress2,Магазин Самарканд (Ярмарка),76.5,1.0,,,1.0,9.0,,,9.0
10739234,REFLEX_M,REFLEKS,40,300X300,300,300,Овал,56,015905_MM56_119,SamExpress2,Магазин Самарканд (Ярмарка),76.5,1.0,,,1.0,9.0,,,9.0
10857880,REFLEX_M,REFLEKS,40,300X300,300,300,Овал,56,015905_MM56_119,SamExpress2,Магазин Самарканд (Ярмарка),76.5,1.0,,,1.0,9.0,,,9.0
10857908,REFLEX_M,REFLEKS,40,300X300,300,300,Овал,56,015905_MM56_119,SamExpress2,Магазин Самарканд (Ярмарка),76.5,1.0,,,1.0,9.0,,,9.0
10743437,REFLEX_M,REFLEKS,40,250X250,250,250,Прямоугольник,56,015905_MM56_180,SamExpress1,Магазин Самарканд (Ярмарка),53.13,1.0,,,1.0,6.25,,,6.25
10864563,REFLEX_M,REFLEKS,40,250X250,250,250,Прямоугольник,56,015905_MM56_180,SamExpress2,Магазин Самарканд (Ярмарка),53.13,1.0,,,1.0,6.25,,,6.25
10742034,REFLEX_M,REFLEKS,40,250X250,250,250,Овал,56,015905_MM56_181,SamExpress2,Магазин Самарканд (Ярмарка),53.13,1.0,,,1.0,6.25,,,6.25
10742112,REFLEX_M,REFLEKS,40,250X250,250,250,Овал,56,015905_MM56_181,SamExpress2,Магазин Самарканд (Ярмарка),53.13,1.0,,,1.0,6.25,,,6.25
10749098,REFLEX_M,REFLEKS,40,250X250,250,250,Овал,56,015905_MM56_181,SamExpress2,Магазин Самарканд (Ярмарка),53.13,1.0,,,1.0,6.25,,,6.25
10749124,REFLEX_M,REFLEKS,40,250X250,250,250,Овал,56,015905_MM56_181,SamExpress2,Магазин Самарканд (Ярмарка),53.13,1.0,,,1.0,6.25,,,6.25
10862216,REFLEX_M,REFLEKS,40,250X250,250,250,Овал,56,015905_MM56_181,SamExpress2,Магазин Самарканд (Ярмарка),53.13,1.0,,,1.0,6.25,,,6.25
10741205,REFLEX_M,REFLEKS,40,200X200,200,200,Прямоугольник,53,015907_MM53_026,SamExpress2,Магазин Самарканд (Ярмарка),34.0,1.0,,,1.0,4.0,,,4.0
